a,b,sigma,n_paths,n_steps,x_span,mean_abs_X,rms_X,p95_abs_X,p99_abs_X,median_abs_X,frac_abs_gt_1e-06,frac_abs_gt_1e-05,frac_abs_gt_1e-04,frac_abs_gt_1e-03
1.0,0.03511191734215127,1.5199110829529332e-05,20000,8000,1.0,1.2393073471548552e-05,1.552540230100252e-05,3.043026743908089e-05,3.997736376042709e-05,1.0534071588606856e-05,0.9488,0.5207,0.0,0.0
1.0,0.03511191734215127,4.328761281083062e-05,20000,8000,1.0,3.496473363891566e-05,4.3815114105734626e-05,8.569419834178411e-05,0.00011398120462007119,2.9557268414092248e-05,0.98125,0.82125,0.0233,0.0
1.0,0.03511191734215127,0.0001232846739442066,20000,8000,1.0,9.944775078402547e-05,0.00012449158067919005,0.00024395155086228941,0.00032400319153043106,8.444627653347506e-05,0.99395,0.9369,0.4201,0.0
1.0,0.03511191734215127,0.0003511191734215127,20000,8000,1.0,0.0002853409200200902,0.0003576084447954508,0.0007015803786082504,0.0009186394673457549,0.0002403694003238155,0.99775,0.97715,0.77765,0.0049
1.0,0.03511191734215127,0.001,20000,8000,1.0,0.0008190721666664725,0.0010280132325488172,0.0020043529835543244,0.0026710936968040886,0.0006908821137953213,0.9993,0.99265,0.92085,0.33205
1.0,0.1,1e-08,20000,8000,1.0,8.429625087350191e-09,1.0559978787010076e-08,2.0639316265905743e-08,2.6964036095779168e-08,7.168615221408551e-09,0.0,0.0,0.0,0.0
1.0,0.1,2.848035868435799e-08,20000,8000,1.0,2.4082381539697815e-08,3.022013454697173e-08,5.9366958596471494e-08,7.872787388731331e-08,2.0185050026926113e-08,0.0,0.0,0.0,0.0
1.0,0.1,8.111308307896873e-08,20000,8000,1.0,6.817260231965713e-08,8.551602638657191e-08,1.6875560617433956e-07,2.1975918233708515e-07,5.7875269321296395e-08,0.0,0.0,0.0,0.0
1.0,0.1,2.310129700083158e-07,20000,8000,1.0,1.9439126132208378e-07,2.4338273254793546e-07,4.768627536394448e-07,6.22032295680364e-07,1.6339789276392909e-07,0.0,0.0,0.0,0.0
1.0,0.1,6.579332246575682e-07,20000,8000,1.0,5.523226785016952e-07,6.919065140585883e-07,1.3543892911599693e-06,1.7841675834993825e-06,4.684825331698389e-07,0.14975,0.0,0.0,0.0
1.0,0.1,1.873817422860383e-06,20000,8000,1.0,1.5596891689935169e-06,1.9505048675033885e-06,3.8162402475348835e-06,4.947930406328401e-06,1.3243844190989257e-06,0.6096,0.0,0.0,0.0
1.0,0.1,5.336699231206302e-06,20000,8000,1.0,4.535451128656283e-06,5.673088531431338e-06,1.1038829249611378e-05,1.4576382846864241e-05,3.866987885570107e-06,0.85995,0.0771,0.0,0.0
1.0,0.1,1.5199110829529332e-05,20000,8000,1.0,1.2739221370239356e-05,1.5997604734038564e-05,3.146030179359112e-05,4.103101849819091e-05,1.0744496250048396e-05,0.94915,0.52955,0.0,0.0
1.0,0.1,4.328761281083062e-05,20000,8000,1.0,3.6214160619095284e-05,4.5442367747175285e-05,8.927082799168835e-05,0.00011638417969836383,3.0125882820001534e-05,0.98225,0.82515,0.0274,0.0
1.0,0.1,0.0001232846739442066,20000,8000,1.0,0.0001035967246457959,0.0001295795450038457,0.0002539846849436197,0.0003304848900981502,8.805886308046653e-05,0.99455,0.9388,0.4434,0.0
1.0,0.1,0.0003511191734215127,20000,8000,1.0,0.00029325376435395024,0.0003668626793526491,0.0007196988723335243,0.000939614615379194,0.0002491031219749592,0.9982,0.97885,0.78695,0.00575
1.0,0.1,0.001,20000,8000,1.0,0.0008370363245386105,0.0010497074818091076,0.002053351362619539,0.002740349160137114,0.0007016679506282786,0.9994,0.99305,0.92735,0.3402
10.0,1e-06,1e-08,20000,8000,1.0,8.014115091490575e-09,1.0037459836655612e-08,1.978638539398978e-08,2.5589971121536245e-08,6.735139743382087e-09,0.0,0.0,0.0,0.0
10.0,1e-06,2.848035868435799e-08,20000,8000,1.0,2.266178900246282e-08,2.835389518462093e-08,5.552245388272462e-08,7.179275803655338e-08,1.920548177186368e-08,0.0,0.0,0.0,0.0
10.0,1e-06,8.111308307896873e-08,20000,8000,1.0,6.483123625333707e-08,8.120531056821493e-08,1.5976344602358426e-07,2.0931121568539084e-07,5.4994494714247776e-08,0.0,0.0,0.0,0.0
10.0,1e-06,2.310129700083158e-07,20000,8000,1.0,1.8438214122639e-07,2.3128533651857808e-07,4.5660844937643414e-07,5.949303858414113e-07,1.549588981652021e-07,0.0,0.0,0.0,0.0
10.0,1e-06,6.579332246575682e-07,20000,8000,1.0,5.321001649505405e-07,6.665616354334493e-07,1.3156518746167908e-06,1.7219276988234398e-06,4.488884795939434e-07,0.132,0.0,0.0,0.0
10.0,1e-06,1.873817422860383e-06,20000,8000,1.0,1.5054801769020402e-06,1.8882074453216603e-06,3.689817624329055e-06,4.909485454669653e-06,1.267956132506705e-06,0.59345,0.0,0.0,0.0
10.0,1e-06,5.336699231206302e-06,20000,8000,1.0,4.263175611785089e-06,5.337754833923814e-06,1.0472573324267251e-05,1.3827460524366639e-05,3.6400821992707376e-06,0.85065,0.05975,0.0,0.0
10.0,1e-06,1.5199110829529332e-05,20000,8000,1.0,1.2125361147174698e-05,1.5194959114375717e-05,2.979938532697091e-05,3.86512825264095e-05,1.0255566338486215e-05,0.9467,0.5098,0.0,0.0
10.0,1e-06,4.328761281083062e-05,20000,8000,1.0,3.47104162050874e-05,4.3585331221777365e-05,8.587416377042208e-05,0.0001114557844816987,2.929103496753998e-05,0.9828,0.81645,0.0222,0.0
10.0,1e-06,0.0001232846739442066,20000,8000,1.0,9.9084380101887e-05,0.00012427118008287617,0.00024535118036171215,0.00031990462701983236,8.360454461045982e-05,0.9942,0.9376,0.41985,0.0
10.0,1e-06,0.0003511191734215127,20000,8000,1.0,0.00028179084709312906,0.00035301845146609354,0.0006944433324168339,0.000908776534600573,0.00023745369813667842,0.9974,0.97655,0.7801,0.00435
10.0,1e-06,0.001,20000,8000,1.0,0.0007995626490613761,0.0010016292533138011,0.0019602548457013104,0.002569440155443531,0.0006778598579994929,0.999,0.99095,0.91915,0.32125
10.0,2.848035868435799e-06,1e-08,20000,8000,1.0,8.050768213393389e-09,1.0064060832339224e-08,1.9666381800095415e-08,2.5658120652924765e-08,6.800607603539399e-09,0.0,0.0,0.0,0.0
10.0,2.848035868435799e-06,2.848035868435799e-08,20000,8000,1.0,2.260567054579132e-08,2.832145074467009e-08,5.516674474380459e-08,7.309363510110175e-08,1.919187122703788e-08,0.0,0.0,0.0,0.0
10.0,2.848035868435799e-06,8.111308307896873e-08,20000,8000,1.0,6.467612347246271e-08,8.108806823627044e-08,1.5796641093827955e-07,2.0637607911611047e-07,5.487030972627125e-08,0.0,0.0,0.0,0.0
10.0,2.848035868435799e-06,2.310129700083158e-07,20000,8000,1.0,1.8478250397917564e-07,2.321679804300847e-07,4.568648620071791e-07,5.955878591534372e-07,1.5550247264200286e-07,5e-05,0.0,0.0,0.0
10.0,2.848035868435799e-06,6.579332246575682e-07,20000,8000,1.0,5.234853054222078e-07,6.566512567239468e-07,1.2904332937905773e-06,1.6856830754546362e-06,4.421802193356456e-07,0.1297,0.0,0.0,0.0
10.0,2.848035868435799e-06,1.873817422860383e-06,20000,8000,1.0,1.4882296529750164e-06,1.8646080020615796e-06,3.6418777744346417e-06,4.790985044773963e-06,1.25114435521901e-06,0.59115,0.0,0.0,0.0
10.0,2.848035868435799e-06,5.336699231206302e-06,20000,8000,1.0,4.254091897632929e-06,5.326785331799033e-06,1.0430595486291984e-05,1.3644729454843888e-05,3.6071752112476427e-06,0.8534,0.06045,0.0,0.0
10.0,2.848035868435799e-06,1.5199110829529332e-05,20000,8000,1.0,1.2066025432715032e-05,1.5177936892577048e-05,2.9835768378561652e-05,3.940927160173153e-05,1.0219184332099228e-05,0.9442,0.5089,0.0,0.0
10.0,2.848035868435799e-06,4.328761281083062e-05,20000,8000,1.0,3.453010174153669e-05,4.3306796001552075e-05,8.499386463259964e-05,0.00011098217463660679,2.9073617470559042e-05,0.9811,0.81745,0.02145,0.0
10.0,2.848035868435799e-06,0.0001232846739442066,20000,8000,1.0,9.927697591514822e-05,0.00012434681092788791,0.00024308946442678115,0.00032123210671753364,8.405076497218526e-05,0.99205,0.9342,0.4229,0.0
10.0,2.848035868435799e-06,0.0003511191734215127,20000,8000,1.0,0.00027996312984414335,0.00035087035224827805,0.0006921320462297009,0.0009051778129807127,0.00023735938138053683,0.99755,0.9764,0.77425,0.00405
10.0,2.848035868435799e-06,0.001,20000,8000,1.0,0.0008039406655230525,0.0010067498886187339,0.001973117235108454,0.0026170036107440358,0.0006799550536445669,0.9992,0.99305,0.9208,0.3229
10.0,8.111308307896873e-06,1e-08,20000,8000,1.0,7.951681957815854e-09,9.944103695208314e-09,1.934736881458121e-08,2.5429215047208506e-08,6.788661993088388e-09,0.0,0.0,0.0,0.0
10.0,8.111308307896873e-06,2.848035868435799e-08,20000,8000,1.0,2.2641988003471007e-08,2.8333014975335547e-08,5.517011366230402e-08,7.253176628894338e-08,1.9202872365917216e-08,0.0,0.0,0.0,0.0
10.0,8.111308307896873e-06,8.111308307896873e-08,20000,8000,1.0,6.47113002960987e-08,8.087158785570211e-08,1.5770246393011929e-07,2.0524267238105885e-07,5.466685010304028e-08,0.0,0.0,0.0,0.0
10.0,8.111308307896873e-06,2.310129700083158e-07,20000,8000,1.0,1.838066227344466e-07,2.310834062142488e-07,4.5613227992408913e-07,6.026538489603769e-07,1.5469173609729504e-07,0.0,0.0,0.0,0.0
10.0,8.111308307896873e-06,6.579332246575682e-07,20000,8000,1.0,5.233465706090816e-07,6.568819970812167e-07,1.2814286099870372e-06,1.680594081952529e-06,4.390412100345664e-07,0.13165,0.0,0.0,0.0
10.0,8.111308307896873e-06,1.873817422860383e-06,20000,8000,1.0,1.4889445956745812e-06,1.8633840190799643e-06,3.6710032569122655e-06,4.727751917063511e-06,1.2534142574857117e-06,0.59165,0.0,0.0,0.0
10.0,8.111308307896873e-06,5.336699231206302e-06,20000,8000,1.0,4.2426614872977226e-06,5.330161891868043e-06,1.0489263414263042e-05,1.3648544708347359e-05,3.567078732836919e-06,0.84775,0.0614,0.0,0.0
10.0,8.111308307896873e-06,1.5199110829529332e-05,20000,8000,1.0,1.2124512939386547e-05,1.5221280722331532e-05,2.9918178165477025e-05,3.917575092432052e-05,1.0219527796838496e-05,0.94875,0.50845,0.0,0.0
10.0,8.111308307896873e-06,4.328761281083062e-05,20000,8000,1.0,3.450577118959103e-05,4.318948429025866e-05,8.411296190626919e-05,0.00011046660164140393,2.9105975011670905e-05,0.97945,0.81965,0.02025,0.0
10.0,8.111308307896873e-06,0.0001232846739442066,20000,8000,1.0,9.848587818135029e-05,0.00012341879779875317,0.00024175831839877245,0.0003191754158354854,8.317904974106123e-05,0.9936,0.937,0.41745,0.0
10.0,8.111308307896873e-06,0.0003511191734215127,20000,8000,1.0,0.0002800207179947753,0.00035084450274175985,0.000687549322650958,0.0008920731701183673,0.00023732910640842693,0.99735,0.977,0.77545,0.00405
10.0,8.111308307896873e-06,0.001,20000,8000,1.0,0.0007997427761514647,0.0010030341193938187,0.0019673852141645367,0.0025999591418452914,0.0006772577038260477,0.9993,0.9927,0.9206,0.3157
10.0,2.310129700083158e-05,1e-08,20000,8000,1.0,7.933958856534806e-09,9.966119078285107e-09,1.9524584466623387e-08,2.574317318784322e-08,6.669294575714992e-09,0.0,0.0,0.0,0.0
10.0,2.310129700083158e-05,2.848035868435799e-08,20000,8000,1.0,2.257208124204444e-08,2.8290227656610862e-08,5.550626901023876e-08,7.381586994903925e-08,1.8967081668264794e-08,0.0,0.0,0.0,0.0
10.0,2.310129700083158e-05,8.111308307896873e-08,20000,8000,1.0,6.473997321535311e-08,8.104964726955846e-08,1.583340654738185e-07,2.0659609190817397e-07,5.476167240490675e-08,0.0,0.0,0.0,0.0
10.0,2.310129700083158e-05,2.310129700083158e-07,20000,8000,1.0,1.8454214793176114e-07,2.3159384653939992e-07,4.562984386313238e-07,5.915233586730171e-07,1.5480019439557267e-07,0.0,0.0,0.0,0.0
10.0,2.310129700083158e-05,6.579332246575682e-07,20000,8000,1.0,5.204128722855844e-07,6.52463352909041e-07,1.2807486788322735e-06,1.7060023824124153e-06,4.443196971890192e-07,0.1237,0.0,0.0,0.0
10.0,2.310129700083158e-05,1.873817422860383e-06,20000,8000,1.0,1.500006272837946e-06,1.8778471737529686e-06,3.6755985464732018e-06,4.825079165598097e-06,1.26655327493322e-06,0.59565,0.0,0.0,0.0
10.0,2.310129700083158e-05,5.336699231206302e-06,20000,8000,1.0,4.27862126848333e-06,5.354718153559758e-06,1.0462211729779377e-05,1.3817266440069633e-05,3.6269881334889695e-06,0.851,0.0614,0.0,0.0
10.0,2.310129700083158e-05,1.5199110829529332e-05,20000,8000,1.0,1.219478897795484e-05,1.5237474882850974e-05,2.969253189267853e-05,3.8771326256993934e-05,1.0310292167094749e-05,0.9484,0.5126,0.0,0.0
10.0,2.310129700083158e-05,4.328761281083062e-05,20000,8000,1.0,3.4625532802286856e-05,4.341406952895227e-05,8.479208521491573e-05,0.00011306386862923074,2.9462613050024635e-05,0.98215,0.81625,0.0211,0.0
10.0,2.310129700083158e-05,0.0001232846739442066,20000,8000,1.0,9.770276983560437e-05,0.00012292580029245743,0.00024092304937258074,0.0003150431297970199,8.181876252848858e-05,0.9932,0.9359,0.41285,0.0
10.0,2.310129700083158e-05,0.0003511191734215127,20000,8000,1.0,0.0002797912700054314,0.0003504626988489503,0.0006873519132798404,0.0008892784981874389,0.00023620522806085202,0.9975,0.9778,0.77445,0.00345
10.0,2.310129700083158e-05,0.001,20000,8000,1.0,0.0007969673272949307,0.0009986775109838849,0.0019690014063358506,0.002559143467794991,0.0006741718507429586,0.99935,0.99245,0.92145,0.31605
10.0,6.579332246575683e-05,1e-08,20000,8000,1.0,7.939724180054022e-09,9.96140615209897e-09,1.9639683518631693e-08,2.5424734681247836e-08,6.693423006922832e-09,0.0,0.0,0.0,0.0
10.0,6.579332246575683e-05,2.848035868435799e-08,20000,8000,1.0,2.272311970409348e-08,2.850080921657508e-08,5.555306753394472e-08,7.319954104235129e-08,1.9358032059313096e-08,0.0,0.0,0.0,0.0
10.0,6.579332246575683e-05,8.111308307896873e-08,20000,8000,1.0,6.499954909160818e-08,8.145261756052871e-08,1.6068039026452857e-07,2.0791588950955092e-07,5.487661069167778e-08,0.0,0.0,0.0,0.0
10.0,6.579332246575683e-05,2.310129700083158e-07,20000,8000,1.0,1.843930053403602e-07,2.3140089069379939e-07,4.519873643624458e-07,5.989104585891772e-07,1.5565164219361815e-07,5e-05,0.0,0.0,0.0
10.0,6.579332246575683e-05,6.579332246575682e-07,20000,8000,1.0,5.250785144696539e-07,6.576065408958691e-07,1.2894246286004497e-06,1.68240617758428e-06,4.4540550741932427e-07,0.1289,0.0,0.0,0.0
10.0,6.579332246575683e-05,1.873817422860383e-06,20000,8000,1.0,1.512723982364703e-06,1.8980843749222083e-06,3.7296170166364937e-06,4.892778247480875e-06,1.2800819321597673e-06,0.5954,0.0,0.0,0.0
10.0,6.579332246575683e-05,5.336699231206302e-06,20000,8000,1.0,4.280013192825589e-06,5.345957590588808e-06,1.0507269776202552e-05,1.3627811199381839e-05,3.642980127818776e-06,0.8578,0.0625,0.0,0.0
10.0,6.579332246575683e-05,1.5199110829529332e-05,20000,8000,1.0,1.2066989227734659e-05,1.5098684640069892e-05,2.9673091830221482e-05,3.889081661473089e-05,1.0131060581689725e-05,0.94915,0.50505,0.0,0.0
10.0,6.579332246575683e-05,4.328761281083062e-05,20000,8000,1.0,3.4532492329023504e-05,4.322426139705358e-05,8.520068036906324e-05,0.00011084259306656651,2.9424570463094272e-05,0.98225,0.8168,0.0205,0.0
10.0,6.579332246575683e-05,0.0001232846739442066,20000,8000,1.0,9.885005010803547e-05,0.00012393365286396643,0.0002444309403458935,0.00031912424125472237,8.331117150245154e-05,0.9926,0.93755,0.41675,0.0
10.0,6.579332246575683e-05,0.0003511191734215127,20000,8000,1.0,0.0002782431235997436,0.0003487348107919971,0.0006854627149362036,0.0009021203934986835,0.0002354020159270096,0.99805,0.9783,0.77425,0.004
10.0,6.579332246575683e-05,0.001,20000,8000,1.0,0.0008045873720211813,0.0010050477507443365,0.0019418737623562103,0.0026041463121533382,0.0006858423253835713,0.9991,0.99215,0.92345,0.3206
10.0,0.0001873817422860383,1e-08,20000,8000,1.0,7.945283665057234e-09,9.941615473163657e-09,1.9467442694025286e-08,2.5321451693931742e-08,6.7495863334529605e-09,0.0,0.0,0.0,0.0
10.0,0.0001873817422860383,2.848035868435799e-08,20000,8000,1.0,2.2563245832370433e-08,2.8281392425665882e-08,5.5111657608840444e-08,7.285333116350304e-08,1.9108444787864732e-08,0.0,0.0,0.0,0.0
10.0,0.0001873817422860383,8.111308307896873e-08,20000,8000,1.0,6.457410243341693e-08,8.093698176003666e-08,1.5786316329729128e-07,2.0790910868861413e-07,5.459681615644417e-08,0.0,0.0,0.0,0.0
10.0,0.0001873817422860383,2.310129700083158e-07,20000,8000,1.0,1.8260206895219965e-07,2.2924731624366461e-07,4.508104880232358e-07,5.988981705182915e-07,1.5420185159281584e-07,0.0,0.0,0.0,0.0
10.0,0.0001873817422860383,6.579332246575682e-07,20000,8000,1.0,5.249104188772658e-07,6.588853343587115e-07,1.2826370169018123e-06,1.6959078920637583e-06,4.4431086095852936e-07,0.1271,0.0,0.0,0.0
10.0,0.0001873817422860383,1.873817422860383e-06,20000,8000,1.0,1.4841561633890776e-06,1.867651798934422e-06,3.6935987756523323e-06,4.859415784943468e-06,1.2381143453032847e-06,0.5845,0.0,0.0,0.0
10.0,0.0001873817422860383,5.336699231206302e-06,20000,8000,1.0,4.246830609991363e-06,5.318198994980068e-06,1.0392435425101858e-05,1.3783636001758742e-05,3.5618363669541546e-06,0.85345,0.0585,0.0,0.0
10.0,0.0001873817422860383,1.5199110829529332e-05,20000,8000,1.0,1.2195354380988358e-05,1.5308540924868543e-05,3.0088728854388265e-05,3.9051009593204e-05,1.031776785662357e-05,0.9458,0.51385,0.0,0.0
10.0,0.0001873817422860383,4.328761281083062e-05,20000,8000,1.0,3.4493800208780454e-05,4.318632339158198e-05,8.472216621737208e-05,0.00011205136845925902,2.9202965464676626e-05,0.98015,0.8224,0.0211,0.0
10.0,0.0001873817422860383,0.0001232846739442066,20000,8000,1.0,9.810343082306656e-05,0.00012277927920985532,0.0002401758854811567,0.00031484425354826213,8.312688623319302e-05,0.9932,0.93675,0.41695,0.0
10.0,0.0001873817422860383,0.0003511191734215127,20000,8000,1.0,0.00027744669775448243,0.0003486137765649644,0.0006864235116357181,0.0009006116287872919,0.00023349775051150252,0.99795,0.9755,0.7714,0.00475
10.0,0.0001873817422860383,0.001,20000,8000,1.0,0.0007982990356261866,0.001000327040509527,0.0019727824556564737,0.002589163871936663,0.0006734853501082577,0.99945,0.99255,0.92075,0.3175
10.0,0.0005336699231206307,1e-08,20000,8000,1.0,8.000247992947046e-09,1.0035300455021924e-08,1.975634617161499e-08,2.5884705704553878e-08,6.761228372145095e-09,0.0,0.0,0.0,0.0
10.0,0.0005336699231206307,2.848035868435799e-08,20000,8000,1.0,2.2525072617127418e-08,2.8191561570716315e-08,5.5247337863246504e-08,7.239952759055738e-08,1.9316555591895626e-08,0.0,0.0,0.0,0.0
10.0,0.0005336699231206307,8.111308307896873e-08,20000,8000,1.0,6.417327170832128e-08,8.048775723117253e-08,1.5676763308654317e-07,2.0872369425686437e-07,5.452913448763645e-08,0.0,0.0,0.0,0.0
10.0,0.0005336699231206307,2.310129700083158e-07,20000,8000,1.0,1.8603933422316598e-07,2.3322457752703473e-07,4.5750753973517647e-07,6.05397804896825e-07,1.5640279741463092e-07,5e-05,0.0,0.0,0.0
10.0,0.0005336699231206307,6.579332246575682e-07,20000,8000,1.0,5.280386096105547e-07,6.602627015428655e-07,1.2874109132780674e-06,1.7075876687907005e-06,4.5246400851827066e-07,0.1312,0.0,0.0,0.0
10.0,0.0005336699231206307,1.873817422860383e-06,20000,8000,1.0,1.5010705483089646e-06,1.880784571651367e-06,3.669423015821782e-06,4.828934192637128e-06,1.2728020185955542e-06,0.5958,0.0,0.0,0.0
10.0,0.0005336699231206307,5.336699231206302e-06,20000,8000,1.0,4.24552170887941e-06,5.313765746595282e-06,1.0436187909972204e-05,1.3697042934939669e-05,3.597935273082548e-06,0.85155,0.061,0.0,0.0
10.0,0.0005336699231206307,1.5199110829529332e-05,20000,8000,1.0,1.211429399951007e-05,1.5198236826409052e-05,2.9914842838306477e-05,3.8912805523969816e-05,1.0196733508221663e-05,0.94655,0.50805,0.0,0.0
10.0,0.0005336699231206307,4.328761281083062e-05,20000,8000,1.0,3.4394925061526474e-05,4.3068630869069124e-05,8.427298732377128e-05,0.00010972042155972554,2.9190115455167565e-05,0.9822,0.81525,0.0195,0.0
10.0,0.0005336699231206307,0.0001232846739442066,20000,8000,1.0,9.821458930318186e-05,0.0001230752217677933,0.00024239425979576197,0.00031761825548034194,8.248193702872284e-05,0.9938,0.93405,0.4154,0.0
10.0,0.0005336699231206307,0.0003511191734215127,20000,8000,1.0,0.00028066675197274557,0.00035127074811834835,0.0006845804320954757,0.0009032355764471309,0.00023709172034768245,0.9976,0.97645,0.7762,0.0041
10.0,0.0005336699231206307,0.001,20000,8000,1.0,0.0007952029486912682,0.0009962892149342705,0.0019540231975624885,0.0025497218660874,0.0006759876577382448,0.99915,0.99135,0.9197,0.31245
10.0,0.0015199110829529332,1e-08,20000,8000,1.0,8.046837381919574e-09,1.0052753024468768e-08,1.9738213552336824e-08,2.5537590104653616e-08,6.85810599384127e-09,0.0,0.0,0.0,0.0
10.0,0.0015199110829529332,2.848035868435799e-08,20000,8000,1.0,2.2842094963958683e-08,2.8690489028023736e-08,5.649153439422206e-08,7.419096394390235e-08,1.9344298390318076e-08,0.0,0.0,0.0,0.0
10.0,0.0015199110829529332,8.111308307896873e-08,20000,8000,1.0,6.481296145311733e-08,8.102998057416505e-08,1.5938447378942188e-07,2.0811189547876628e-07,5.5174338396626576e-08,0.0,0.0,0.0,0.0
10.0,0.0015199110829529332,2.310129700083158e-07,20000,8000,1.0,1.8369237026442354e-07,2.3033011151615004e-07,4.5170084795638194e-07,5.961062337541402e-07,1.5587292839495565e-07,0.0,0.0,0.0,0.0
10.0,0.0015199110829529332,6.579332246575682e-07,20000,8000,1.0,5.17538742787653e-07,6.488585317583242e-07,1.2778308600245216e-06,1.6776347699243339e-06,4.3502904159414026e-07,0.12225,0.0,0.0,0.0
10.0,0.0015199110829529332,1.873817422860383e-06,20000,8000,1.0,1.4932915850735219e-06,1.8682799978496627e-06,3.6462386050488074e-06,4.860672976493231e-06,1.2656700885106731e-06,0.5978,0.0,0.0,0.0
10.0,0.0015199110829529332,5.336699231206302e-06,20000,8000,1.0,4.242684995234844e-06,5.326183705908447e-06,1.0453361614312606e-05,1.3810060548683078e-05,3.5781746773303312e-06,0.8495,0.0607,0.0,0.0
10.0,0.0015199110829529332,1.5199110829529332e-05,20000,8000,1.0,1.2214720554086955e-05,1.52857927835978e-05,3.0158063993609614e-05,3.909033757380149e-05,1.0334950041886855e-05,0.9451,0.5146,0.0,0.0
10.0,0.0015199110829529332,4.328761281083062e-05,20000,8000,1.0,3.450490961714711e-05,4.323521635986582e-05,8.466212661050439e-05,0.00011312791003527399,2.9250516288081907e-05,0.98175,0.81705,0.0209,0.0
10.0,0.0015199110829529332,0.0001232846739442066,20000,8000,1.0,9.782978647159011e-05,0.00012286538088814112,0.00024100066836788483,0.0003184905689517913,8.189152641854765e-05,0.99355,0.93565,0.41285,0.0
10.0,0.0015199110829529332,0.0003511191734215127,20000,8000,1.0,0.00028109827721957837,0.0003516679833487191,0.0006888657969350535,0.0009030636226470952,0.0002391213228989699,0.9975,0.9777,0.77745,0.0047
10.0,0.0015199110829529332,0.001,20000,8000,1.0,0.0007937249861626248,0.0009933572017551261,0.001946659637472668,0.002566783550125487,0.0006735849701057506,0.9992,0.99135,0.92095,0.31675
10.0,0.004328761281083057,1e-08,20000,8000,1.0,8.031399824214284e-09,1.0068367947418677e-08,1.9729242489915785e-08,2.5857174123920696e-08,6.758426830512703e-09,0.0,0.0,0.0,0.0
10.0,0.004328761281083057,2.848035868435799e-08,20000,8000,1.0,2.2638956694995914e-08,2.8347975437020116e-08,5.539579389576226e-08,7.311853076576597e-08,1.906334112604141e-08,0.0,0.0,0.0,0.0
10.0,0.004328761281083057,8.111308307896873e-08,20000,8000,1.0,6.49422441580728e-08,8.137092567097935e-08,1.5995055654543345e-07,2.071767437368129e-07,5.4653466929021504e-08,0.0,0.0,0.0,0.0
10.0,0.004328761281083057,2.310129700083158e-07,20000,8000,1.0,1.840816726001391e-07,2.310972679824924e-07,4.5402141534291757e-07,6.022629906843565e-07,1.548604386639931e-07,0.0,0.0,0.0,0.0
10.0,0.004328761281083057,6.579332246575682e-07,20000,8000,1.0,5.255932958950267e-07,6.598388349144356e-07,1.2977860813160753e-06,1.6982019419400868e-06,4.4190659806345395e-07,0.12975,0.0,0.0,0.0
10.0,0.004328761281083057,1.873817422860383e-06,20000,8000,1.0,1.503331843162127e-06,1.8830634815737134e-06,3.6791752811750037e-06,4.867832551285687e-06,1.2715801472733832e-06,0.59355,0.0,0.0,0.0
10.0,0.004328761281083057,5.336699231206302e-06,20000,8000,1.0,4.225092428566368e-06,5.303938792890872e-06,1.047104240344702e-05,1.3698010009014068e-05,3.5447699857806842e-06,0.8483,0.06145,0.0,0.0
10.0,0.004328761281083057,1.5199110829529332e-05,20000,8000,1.0,1.2245654596709318e-05,1.5304181502553707e-05,2.992138603095251e-05,3.923432264449382e-05,1.0381243563333e-05,0.94785,0.5146,0.0,0.0
10.0,0.004328761281083057,4.328761281083062e-05,20000,8000,1.0,3.470028221566581e-05,4.338888631255869e-05,8.461603645926302e-05,0.00011059335767215001,2.9491180423017563e-05,0.983,0.8219,0.0209,0.0
10.0,0.004328761281083057,0.0001232846739442066,20000,8000,1.0,9.808579696273275e-05,0.0001233250073470351,0.00024391560586444608,0.0003180328338513467,8.208031817494474e-05,0.9942,0.933,0.41015,0.0
10.0,0.004328761281083057,0.0003511191734215127,20000,8000,1.0,0.0002832455256372458,0.0003547711578910336,0.0006931713216357999,0.0009213946239595889,0.0002400914787769834,0.99735,0.9766,0.7807,0.00565
10.0,0.004328761281083057,0.001,20000,8000,1.0,0.0007960055710113581,0.0009982869827957308,0.001952381046546175,0.002559320801916594,0.0006707715163796653,0.9989,0.9919,0.9205,0.319
10.0,0.012328467394420659,1e-08,20000,8000,1.0,7.975405287258739e-09,1.0004808830306273e-08,1.9599922596888827e-08,2.5780675032751687e-08,6.755324056945114e-09,0.0,0.0,0.0,0.0
10.0,0.012328467394420659,2.848035868435799e-08,20000,8000,1.0,2.2885183592279475e-08,2.8688333130968898e-08,5.612827612545424e-08,7.339883734404099e-08,1.9326778306502763e-08,0.0,0.0,0.0,0.0
10.0,0.012328467394420659,8.111308307896873e-08,20000,8000,1.0,6.507024490344384e-08,8.165491541914591e-08,1.6056173590964848e-07,2.131750537270424e-07,5.498666330745958e-08,0.0,0.0,0.0,0.0
10.0,0.012328467394420659,2.310129700083158e-07,20000,8000,1.0,1.8659546207496993e-07,2.3278166940555997e-07,4.5674489372903344e-07,5.921621126086398e-07,1.5878779475858773e-07,0.0,0.0,0.0,0.0
10.0,0.012328467394420659,6.579332246575682e-07,20000,8000,1.0,5.319267635355374e-07,6.659038552504694e-07,1.3038881494249476e-06,1.7219351441713598e-06,4.5021090425435224e-07,0.131,0.0,0.0,0.0
