power,L_over_R_H,N_eff,sigma_0_eff,L_metres,L_over_l_P
2,7.466582529279703e-17,5.574985466654488e+89,1.3393008060629705e-45,10453215540.991585,6.4675534126679175e+44
2,9.403484535822447e-17,8.84255214154519e+89,1.0634355766636438e-45,13164878350.151426,8.145297833665744e+44
2,1.184283721082532e-16,1.4025279320210886e+90,8.443922534761504e-46,16579972095.155449,1.0258264998502988e+45
2,1.491498100175714e-16,2.2245665828277647e+90,6.7046682787070896e-46,20880973402.46,1.2919355796245022e+45
2,1.8784067898816755e-16,3.5284120682735808e+90,5.323660483909302e-46,26297695058.343456,1.6270758672575462e+45
2,2.3656832468360763e-16,5.59645722436088e+90,4.2271086010243544e-46,33119565455.70507,2.0491547098511725e+45
2,2.979363817521925e-16,8.876608757158817e+90,3.3564212403967048e-46,41711093445.306946,2.5807247894241284e+45
2,3.752238922531414e-16,1.4079296931759709e+91,2.6650754939809615e-46,52531344915.4398,3.250189166650052e+45
2,4.725605127161043e-16,2.233134381785074e+91,2.116131105098831e-46,66158471780.25461,4.0933189243191576e+45
2,5.951471715661725e-16,3.542001558232152e+91,1.6802566621772362e-46,83320604019.26416,5.155164501843098e+45
2,7.495339671683464e-16,5.618011679391198e+91,1.3341623512779354e-46,104934755403.5685,6.492462847976866e+45
2,9.439701552486736e-16,8.91079654000205e+91,1.0593555256379544e-46,132155821734.8143,8.176669011685303e+45
2,1.1888449263568426e-15,1.4133522589244067e+92,8.411525993255078e-47,166438289689.95798,1.029777415630318e+46
2,1.4972425251644552e-15,2.2417351791608345e+92,6.678944681257708e-47,209613953523.02374,1.296911400261863e+46
2,1.8856413729505683e-15,3.5556433873829045e+92,5.303235357183769e-47,263989792213.07956,1.633342462749254e+46
2,2.3747945490609807e-15,5.639649150249747e+92,4.2108905816522554e-47,332471236868.5373,2.057046919381764e+46
2,2.990838677571634e-15,8.94511599525844e+92,3.3435437608153934e-47,418717414860.02875,2.590664312624114e+46
2,3.766690469622071e-15,1.418795709394174e+93,2.6548504796581663e-47,527336665747.08997,3.262707096015727e+46
2,4.7438055420165415e-15,2.250369102046685e+93,2.1080122090647724e-47,664132775882.3158,4.109084122754861e+46
2,5.9743934899765596e-15,3.56933775730743e+93,1.6738100723993717e-47,836415088596.7184,5.175019341605863e+46
2,7.524207570679812e-15,5.661369956667541e+93,1.3290436110465383e-47,1053389059895.1737,6.517468220640763e+46
2,9.47605805704948e-15,8.979567630057235e+93,1.0552911284202977e-47,1326648127986.9272,8.208161014115515e+46
2,1.1934236988687872e-14,1.4242601250216578e+94,8.379253746576944e-48,1670793178416.302,1.0337435481506953e+47
2,1.5030090744981397e-14,2.2590362780237544e+94,6.653319776754533e-48,2104212704297.3958,1.301906385005705e+47
2,1.892903819628378e-14,3.5830848703637035e+94,5.282888594922502e-48,2650065347479.7295,1.6396331936976092e+47
2,2.383940942978039e-14,5.683174419607022e+94,4.194734785463232e-48,3337517320169.255,2.0649695253343405e+47
2,3.002357732429774e-14,9.014151953480854e+94,3.330715687869451e-48,4203300825401.6836,2.6006421173649475e+47
2,3.781197676071748e-14,1.429745586553039e+95,2.6446646953377238e-48,5293676746500.447,3.2752732375153966e+47
2,4.762076054794317e-14,2.2677368351645406e+95,2.099924462552902e-48,6666906476712.044,4.124910040007328e+47
2,5.997403546276564e-14,3.596884929689071e+95,1.667388216056999e-48,8396364964787.19,5.194950651219758e+47
2,7.553186652841955e-14,5.705062861266986e+95,1.3239445097305267e-48,10574461313978.736,6.5425699001573e+47
2,9.512554586740841e-14,9.048869476572422e+95,1.0512423249521836e-48,13317576421437.178,8.239774306305118e+47
2,1.19802010627764e-13,1.435252175045488e+96,8.347105317848905e-49,16772281487886.96,1.0377249560178908e+48
2,1.508797833387497e-13,2.2764709020348055e+96,6.627793186545324e-49,21123169667424.957,1.3069206076655575e+48
2,1.9001942372303016e-13,3.6107381392032477e+96,5.262619896466937e-49,26602719321224.223,1.6459481530590297e+48
2,2.393122563741063e-13,5.727035605086597e+96,4.178640973727414e-49,33503715892374.88,2.072922644779127e+48
2,3.0139211523102797e-13,9.083720712343325e+96,3.3179368320019376e-49,42194896132343.914,2.610658351085931e+48
2,3.795760756249481e-13,1.4407799718683634e+97,2.6345179905070752e-49,53140650587492.734,3.2878877768355074e+48
2,4.780416935472758e-13,2.2852386076954757e+97,2.0918677460527933e-49,66925837096618.62,4.140796909931825e+48
2,6.020502224575072e-13,3.624644703611339e+97,1.660990998256097e-49,84287031144051.0,5.214958725204315e+48
2,7.582277346385647e-13,5.749092975751296e+97,1.3188649719819132e-49,106151882849399.05,6.56776825744694e+48
2,9.549191680860103e-13,9.11870617578078e+97,1.0472090554055452e-49,133688683532041.44,8.271509355395122e+48
2,1.2026342165032612e-12,1.446329058704413e+98,8.315080232022387e-50,168368790310456.56,1.0417216980640836e+49
2,1.5146088873714398e-12,2.294040081704551e+98,6.602364533430615e-50,212045244232001.56,1.311954142335223e+49
2,1.9075127334848534e-12,3.6386048284068575e+98,5.242428962312039e-50,267051782687879.47,1.6522874341479498e+49
2,2.402339547024283e-12,5.771235299196837e+98,4.1626089086310657e-50,336327536583399.6,2.0809063952371353e+49
2,3.0255291080826583e-12,9.153826383855446e+98,3.305207004383181e-50,423574075131572.1,2.6207131617942225e+49
2,3.81037992534994e-12,1.4518995175509814e+99,2.6244102152311266e-50,533453189548991.56,3.3005509003776725e+49
2,4.798828455070064e-12,2.302875454119014e+99,2.0838419405125406e-50,671835983709809.0,4.156744967284302e+49
2,6.0436898661949605e-12,3.652618719874766e+99,1.6546183244667197e-50,846116581267294.5,5.235043859213395e+49
2,7.611480081176264e-12,5.793462902614304e+99,1.3138049227417301e-50,1065607211364677.0,6.593063664859053e+49
2,9.585969880783621e-12,9.189081855529075e+99,1.0431912601818579e-50,1342035783309707.0,8.303366630325703e+49
2,1.2072660977271007e-11,1.4574914307212214e+100,8.283178015871422e-51,1690172536817941.0,1.0457338333480429e+50
2,1.52044232231833e-11,2.3117448554967567e+100,6.577033441658125e-51,2128619251245662.2,1.3170070633938716e+50
2,1.9148594165354596e-11,3.666686585094521e+100,5.2223154941018715e-51,2680803183149643.5,1.6586511306381996e+50
2,2.4115920290245893e-11,5.815776114454936e+100,4.1466383532726614e-51,3376228840634425.0,2.0889208946821047e+50
2,3.037181771274509e-11,9.224473111762165e+100,3.2925260169079855e-51,4252054479784312.5,2.6308066980670207e+50
2,3.8250553993966034e-11,1.463104880845311e+101,2.614341220150036e-51,5355077559155245.0,3.313262795261419e+50
2,4.817310885648245e-11,2.3206484168985078e+101,2.0758469273370017e-51,6744235239907543.0,4.1727544477248594e+50
2,6.066966813773694e-11,3.680808631943133e+101,1.6482701005216036e-51,8493753539283172.0,5.2552063500395496e+50
2,7.640795288734666e-11,5.838175264434986e+101,1.3087642872390087e-51,1.0697113404228532e+16,6.618456496176984e+50
2,9.622889729972995e-11,9.260000675521973e+101,1.0391888799112389e-51,1.3472045621962192e+16,8.335346601843269e+50
2,1.2119158183932057e-10,1.4687399508716735e+102,8.25139819798565e-52,1.696682145750488e+16,1.0497614211559983e+51
2,1.5262982244272473e-10,2.3295862698897676e+102,6.551799536917211e-52,2.136817514198146e+16,1.322079445507142e+51
2,1.9222343949420537e-10,3.6949850690982436e+102,5.202279194625197e-52,2.691128152918875e+16,1.665039336564388e+51
2,2.420880146463388e-10,5.860660683540597e+102,4.1307290716596545e-52,3.389232205048743e+16,2.09696626154211e+51
2,3.048879314074112e-10,9.295665071789028e+102,3.279893682192801e-52,4.268431039703757e+16,2.6409391090538044e+51
2,3.8397873952449546e-10,1.4743967240682032e+103,2.604310856477006e-52,5.375702353342936e+16,3.326023649326954e+51
2,4.835864500317141e-10,2.3385585465427553e+103,2.0678825883860453e-52,6.7702103004439976e+16,4.188825587821227e+51
2,6.090333411268386e-10,3.7092161060412015e+103,1.6419462326147723e-52,8.52646677577574e+16,5.2754464956184144e+51
2,7.670223402243688e-10,5.883232704032674e+103,1.3037429909896507e-52,1.0738312763141163e+17,6.643947126623684e+51
2,9.659951773982467e-10,9.331466827566702e+103,1.0352018554516389e-52,1.3523932483575454e+17,8.367449742506878e+51
2,1.2165834472092318e-09,1.4800752840234978e+104,8.2197403087633575e-53,1.7032168260929245e+17,1.0538045210025178e+52
2,1.5321766802292612e-09,2.3475653794383597e+104,6.5266624463333355e-53,2.1450473523209658e+17,1.327171363628243e+52
2,1.929637777682683e-09,3.723501953060163e+104,5.182319767811075e-53,2.701492888755756e+17,1.6714521463232943e+52
2,2.4302040365886604e-09,5.905891659451819e+104,4.114880828704925e-53,3.402285651224125e+17,2.1050426147013465e+52
2,3.0606219093327715e-09,9.36740647188778e+104,3.2673098135731644e-53,4.28487067306588e+17,2.651110544478365e+52
2,3.854576130585682e-09,1.485775714648089e+105,2.5943189759960855e-53,5.396406582819955e+17,3.3388336511379426e+52
2,4.854489573238464e-09,2.356606901668096e+105,2.059948805972804e-53,6.79628540253385e+17,4.2049586250522653e+52
2,6.113790003960882e-09,3.7378428212532e+105,1.635646627300152e-53,8.559306005545234e+17,5.295764595033107e+52
2,7.699764856554546e-09,5.928637884623245e+105,1.2987409597953296e-53,1.0779670799176365e+18,6.669535932867254e+52
2,9.69715656046792e-09,9.403484535822602e+105,1.0312301278878668e-53,1.3576019184655086e+18,8.399676526696026e+52
2,1.2212690531474585e-08,1.49149810017569e+106,8.188203880404541e-54,1.709776674406442e+18,1.0578631926313868e+53
2,1.5380777765887124e-08,2.365683246836077e+106,6.50162179846256e-54,2.1533088872241974e+18,1.332282892999061e+53
2,1.9370696741551178e-08,3.752238922531414e+106,5.162436918724491e-54,2.711897543817165e+18,1.6778896546752613e+53
2,2.4395638371769913e-08,5.951471715661727e+106,4.099093390223301e-54,3.415389372047788e+18,2.113150073501884e+53
2,3.072409730567668e-08,9.43970155248689e+106,3.254774225100624e-54,4.301373622794735e+18,2.6613211546412757e+53
2,3.869421823947902e-08,1.4972425251644305e+107,2.584365431059977e-54,5.417190553527063e+18,3.3516929899842923e+53
2,4.8731863796298415e-08,2.3747945490609804e+107,2.052045462861936e-54,6.822460931481778e+18,4.2211537978114705e+53
2,6.137336938462864e-08,3.7666904696220725e+107,1.6293711914901913e-54,8.59227171384801e+18,5.316160948518649e+53
2,7.729420088193266e-08,5.97439348997656e+107,1.2937581197423928e-54,1.0821188123470574e+19,6.695223293026517e+53
2,9.73450463919435e-08,9.476058057049633e+107,1.0272736385307865e-54,1.362830649487209e+19,8.43202743061713e+53
2,1.2259727054458286e-07,1.5030090744981643e+108,8.156788446903857e-55,1.71636178762416e+19,1.0619374960165073e+54
2,1.5440016007044938e-07,2.383940942978039e+108,6.476677223286052e-55,2.1616022409862914e+19,1.3374141091512733e+54
2,1.9445301941784674e-07,3.7811976760717484e+108,5.1426303535620016e-55,2.7223422718498546e+19,1.6843519567455966e+54
2,2.448959686535604e-07,5.997403546276564e+108,4.0833665229281085e-55,3.428543561149846e+19,2.1212887577454336e+54
2,3.084242951964225e-07,9.512554586740999e+108,3.2422867315402047e-55,4.317940132749915e+19,2.6715710904219414e+54
2,3.8843246947024416e-07,1.5087978333875216e+109,2.574450074587817e-55,5.438054572583418e+19,3.3646018558850046e+54
2,4.89195519576889e-07,2.393122563741024e+109,2.044172442267893e-55,6.848737274076446e+19,4.237411345410499e+54
2,6.160974562720967e-07,3.795760756249482e+109,1.6231198324544848e-55,8.625364387809354e+19,5.3366358574663984e+54
2,7.759189535367126e-07,6.020502224575071e+109,1.2887943972007704e-55,1.0862865349513976e+20,6.721009586676592e+54
2,9.771996562044144e-07,9.549191680860257e+109,1.023332328916432e-55,1.3680795186861801e+20,8.464502932310682e+54
2,1.2306944736088908e-06,1.5146088873714647e+110,8.125493544044268e-56,1.7229722630524473e+20,1.0660274913627164e+55
2,1.549948240111341e-06,2.4023395470242435e+110,6.451828352204617e-56,2.1699275361558774e+20,1.3425650879074635e+55
2,1.9520194479948042e-06,3.81037992534994e+110,5.12289977964739e-56,2.732827227192726e+20,1.6908391480259773e+55
2,2.4583917235044054e-06,6.04368986619496e+110,4.067699994427711e-56,3.4417484129061673e+20,2.1294587876951144e+55
2,3.096121748378732e-06,9.585969880783778e+110,3.229847148367614e-56,4.334570447730225e+20,2.6818605032808715e+55
2,3.899284963064838e-06,1.5204423223183554e+111,2.564572760063168e-56,5.458998948290773e+20,3.3775604395907655e+55
2,4.910796298997292e-06,2.41159202902455e+111,2.0363296278531943e-56,6.875114818596209e+20,4.2537315080827026e+55
2,6.184703226021927e-06,3.8250553993966037e+111,1.616892457818403e-56,8.658584516430698e+20,5.357189624428508e+55
2,7.789073637971137e-06,6.066966813773693e+111,1.2838497188228861e-56,1.0904703093159592e+21,6.74689519485452e+55
2,9.809632883025233e-06,9.622889729972994e+111,1.0194061408051449e-56,1.3733486036235327e+21,8.497103511658325e+55
2,1.2354344274089467e-05,1.526298224427272e+112,8.094318709389386e-57,1.7296081983725253e+21,1.0701332391067778e+56
2,1.555917782681125e-05,2.420880146463349e+112,6.427074818033257e-57,2.178284895753575e+21,1.3477359053822416e+56
2,1.9595375462707916e-05,3.8397873952449545e+112,5.103244905427336e-57,2.743352564779108e+21,1.6973513243758615e+56
2,2.467860087458036e-05,6.090333411268386e+112,4.0520935732220844e-57,3.45500412244125e+21,2.137660284077234e+56
2,3.108046295340928e-05,9.659951773982467e+112,3.217455291766521e-57,4.351264813477299e+21,2.6921895452619165e+56
2,3.914302850098963e-05,1.5321766802292863e+113,2.554733341531603e-57,5.480023990138548e+21,3.39056893258709e+56
2,4.929709967724897e-05,2.4302040365886208e+113,2.0285169037267083e-57,6.901593954814856e+21,4.27011452698668e+56
2,6.208523278997738e-05,3.854576130585683e+113,1.6106889755617266e-57,8.691932590596834e+21,5.377822553122393e+56
2,7.819072837594546e-05,6.1137900039608836e+113,1.2789240115425746e-57,1.0946701972632364e+22,6.77288050006488e+56
2,9.847414158279279e-05,9.69715656046792e+113,1.0154950161807132e-57,1.378637982159099e+22,8.529829650389938e+56
2,0.00012401926368870028,1.5380777765887372e+114,8.063263482277169e-58,1.7362696916418039e+22,1.0742547999182083e+57
2,0.00015619103166241753,2.4395638371770315e+114,6.402416254995636e-58,2.1866744432738456e+22,1.352926637983391e+57
2,0.000196708460009932,3.8694218239479016e+114,5.083665440467121e-58,2.753918440139048e+22,1.703888582023906e+57
2,0.00024773649183079313,6.137336938462865e+114,4.0365470286993944e-58,3.4683108856311038e+22,2.145893368083071e+57
2,0.00031200167690565946,9.734504639194351e+114,3.2051109786258356e-58,4.368023476679232e+22,2.7025583689945165e+57
2,0.00039293785777200435,1.5440016007045193e+115,2.5449316735987128e-58,5.5011300088080606e+22,3.4036275270969375e+57
2,0.0004948696481433918,2.4489596865356443e+115,2.0207341544419052e-58,6.928175074007485e+22,4.286560644209908e+57
2,0.0006232435073630834,3.8843246947023782e+115,1.6045092940172888e-58,8.725409103083167e+22,5.3985349484352204e+57
2,0.000784918757752735,6.160974562720967e+115,1.2740172025740018e-58,1.098886260853829e+23,6.79896588628545e+57
2,0.0009885340946089894,9.771996562044144e+115,1.0115988972495136e-58,1.3839477324525851e+23,8.56268183209076e+57
2,0.0012449691723538244,1.5499482401113667e+116,8.032327403812989e-59,1.7429568412953542e+23,1.078392234700189e+58
2,0.0015679259304904826,2.4583917235044455e+116,6.377852298719095e-59,2.1950963026866757e+23,1.3581373624129086e+58
2,0.001974660721001148,3.899284963064774e+116,5.064161095446323e-59,2.7645250094016075e+23,1.7104510175693856e+58
2,0.0024869063565043873,6.184703226021927e+116,4.021060131132588e-59,3.4816688991061424e+23,2.154158161370664e+58
2,0.003132033346410161,9.809632883025233e+116,3.192814026537006e-59,4.3848466849742256e+23,2.712967127695955e+58
2,0.003944512368698,1.5559177826811504e+117,2.535167611427921e-59,5.5223173161772e+23,3.416736416083601e+58
2,0.004967756120682734,2.4678600874580768e+117,2.012981264995285e-59,6.954858568955827e+23,4.303070102772042e+58
2,0.0062564389632592905,3.9143028500988986e+117,1.5983533218696187e-59,8.759014548563007e+23,5.419327116428414e+58
2,0.00787941830276686,6.208523278997737e+117,1.2691292194105874e-59,1.1031185623873603e+24,6.825151738972874e+58
2,0.009923413806890892,9.847414158279278e+117,1.0077177264396578e-59,1.389277932964725e+24,8.59566054220853e+58
2,0.012497641043909748,1.5619103166241753e+118,8.001510016862839e-60,1.7496697461473648e+24,1.0825456045904667e+59
2,0.0157396471317116,2.4773649183079717e+118,6.353382586228638e-60,2.203550598439624e+24,1.3633681556682725e+59
2,0.019822660209265503,3.929378577719979e+118,5.04473158215455e-60,2.7751724292971707e+24,1.717038727983623e+59
2,0.024964845430386375,6.232435073630835e+118,4.005632651675998e-60,3.4950783602540926e+24,2.162454786066612e+59
2,0.031440962049673185,9.885340946089894e+118,3.18056425379132e-60,4.401734686954246e+24,2.7234159751736238e+59
2,0.03959704446660738,1.5679259304904825e+119,2.525441010738341e-60,5.543586225325033e+24,3.4298957932535603e+59
2,0.049868891671105225,2.4869063565044282e+119,2.0052581208244796e-60,6.981644833954732e+24,4.3196431466289245e+59
2,0.06280535302582047,3.944512368697936e+119,1.592220968153592e-60,8.792749423614865e+24,5.440199364342177e+59
2,0.07909765460024266,6.2564389632592896e+119,1.264259989823936e-60,1.1073671644033973e+25,6.851438445068366e+59
2,0.09961633303274565,9.923413806890893e+119,1.0038514464001424e-60,1.3946286624584393e+25,8.628766268060667e+59
2,0.12545775038518583,1.5739647131711596e+120,7.97081086604659e-61,1.7564085053926017e+25,1.0867149709622564e+60
2,0.1580026753899654,2.496484543038678e+120,6.329006755941989e-61,2.2120374554595157e+25,1.3686190950434897e+60
2,0.1989900612257005,3.9597044466608036e+120,5.0253766134870926e-61,2.7858608571598073e+25,1.7236518106114487e+60
2,0.2506099619444935,6.280535302582046e+120,3.9902643623619624e-61,3.5085394672229085e+25,2.170783364767879e+60
2,0.3156205522977641,9.961633303274564e+120,3.168361479377223e-61,4.418687732168697e+25,2.733905065827296e+60
2,0.3974955036097458,1.5800267538996543e+121,2.5157517278026437e-61,5.564937050536441e+25,3.4431058530593504e+60
2,0.5006095903441099,2.506099619444975e+121,1.9975646078066906e-61,7.008534264817538e+25,4.336280020675907e+60
2,0.6304724447664246,3.9749550360975235e+121,1.5861121422530634e-61,8.826614226729944e+25,5.461152000600118e+60
2,0.7940229497731248,6.304724447664143e+121,1.2594094418627682e-61,1.1116321296823748e+26,6.877826393003423e+60
2,1.0,1e+122,1e-61,1.4e+26,8.661999498841458e+60
3,1e-60,9.999999999999998e-59,1.0,1.4e-34,8.661999498841457
3,1.2594094418627684e-60,1.9975646078067234e-58,1.0,1.7631732186078758e-34,10.9090039542515
3,1.5861121422530896e-60,3.9902643623620284e-58,1.0,2.2205569991543255e-34,13.738902581302613
3,1.9975646078066905e-60,7.970810866046458e-58,1.0,2.7965904509293667e-34,17.302903631724984
3,2.515751727802644e-60,1.592220968153566e-57,1.0,3.5220524189237015e-34,21.791440205436032
3,3.168361479377223e-60,3.1805642537913206e-57,1.0,4.435706071128112e-34,27.444345546514082
3,3.990264362361963e-60,6.353382586228741e-57,1.0,5.586370107306748e-34,34.56366790702425
3,5.025376613487175e-60,1.269129219410608e-56,1.0,7.035527258882045e-34,43.52980970751549
3,6.329006755941988e-60,2.53516761142788e-56,1.0,8.860609458318784e-34,54.8218533481337
3,7.970810866046588e-60,5.06416109544624e-56,1.0,1.1159135212465224e-33,69.0431597270556
3,1.0038514464001423e-59,1.0115988972495133e-55,1.0,1.4053920249601992e-33,86.95360725629304
3,1.2642599898239358e-59,2.020734154441938e-55,1.0,1.76996398575351e-33,109.51019398260237
3,1.5922209681535923e-59,4.036547028699461e-55,1.0,2.2291093554150293e-33,137.91817228191277
3,2.0052581208245125e-59,8.063263482277435e-55,1.0,2.8073613691543176e-33,173.6954483762969
3,2.5254410107383413e-59,1.6106889755617005e-54,1.0,3.535617415033678e-33,218.75368769369177
3,3.1805642537913196e-59,3.21745529176652e-54,1.0,4.4527899553078474e-33,275.50045972373465
3,4.005632651675998e-59,6.427074818033258e-54,1.0,5.6078857123463976e-33,346.96788021360476
3,5.04473158215455e-59,1.2838497188229075e-53,1.0,7.06262421501637e-33,436.9746243641238
3,6.353382586228741e-59,2.564572760063252e-53,1.0,8.894735620720237e-33,550.329967778614
3,8.00151001686284e-59,5.122899779647307e-53,1.0,1.1202114023607976e-32,693.0907575604082
3,1.0077177264396578e-58,1.0233323289164315e-52,1.0,1.410804817015521e-32,872.8850441393969
3,1.2691292194105874e-58,2.044172442267893e-52,1.0,1.7767809071748224e-32,1099.3196662499558
3,1.5983533218696185e-58,4.083366522928175e-52,1.0,2.237694650617466e-32,1384.4935673006214
3,2.012981264995318e-58,8.156788446904124e-52,1.0,2.8181737709934455e-32,1743.644270856669
3,2.5351676114279215e-58,1.629371191490165e-51,1.0,3.54923465599909e-32,2195.9620579667753
3,3.192814026537006e-58,3.254774225100625e-51,1.0,4.4699396371518086e-32,2765.6153497757523
3,4.021060131132588e-58,6.501621798462559e-51,1.0,5.629484183585623e-32,3483.042084068184
3,5.064161095446323e-58,1.298740959795351e-50,1.0,7.089825533624853e-32,4386.576087080846
3,6.377852298719199e-58,2.5943189759961266e-50,1.0,8.928993218206878e-32,5524.495341519053
3,8.032327403812989e-58,5.182319767810991e-50,1.0,1.1245258365338185e-31,6957.601594635862
3,1.0115988972495136e-57,1.035201855451639e-49,1.0,1.416238456149319e-31,8762.469141003858
3,1.2740172025740017e-57,2.0678825883860454e-49,1.0,1.7836240836036025e-31,11035.5363702114
3,1.604509294017289e-57,4.130729071659722e-49,1.0,2.2463130116242045e-31,13898.258700664217
3,2.0207341544419383e-57,8.251398197985784e-49,1.0,2.8290278162187137e-31,17503.598233067885
3,2.5449316735987128e-57,1.6482701005215765e-48,1.0,3.562904343038198e-31,22044.1968812978
3,3.205110978625836e-57,3.292526016907932e-48,1.0,4.48715537007617e-31,27762.66969058824
3,4.036547028699395e-57,6.577033441658127e-48,1.0,5.651165840179153e-31,34964.56833964413
3,5.083665440467121e-57,1.3138049227417518e-47,1.0,7.11713161665397e-31,44034.70749760384
3,6.40241625499574e-57,2.624410215231169e-47,1.0,8.963382756994037e-31,55457.72639214751
3,8.063263482277169e-57,5.242428962311952e-47,1.0,1.1288568875188036e-30,69843.98424251146
3,1.0154950161807132e-56,1.0472090554055284e-46,1.0,1.4216930226529985e-30,87962.17321233335
3,1.2789240115425748e-56,2.091867746052793e-46,1.0,1.7904936161596048e-30,110780.3914703809
3,1.6106889755617267e-56,4.178640973727481e-46,1.0,2.2549645657864175e-30,139517.87099105137
3,2.0285169037267084e-56,8.347105317849042e-46,1.0,2.839923665217392e-30,175710.12403472172
3,2.5547333415316446e-56,1.6673882160570536e-45,1.0,3.576626678144303e-30,221290.9892402067
3,3.217455291766521e-56,3.330715687869397e-45,1.0,4.504437408473129e-30,278695.961248264
3,4.0520935732220845e-56,6.653319776754531e-45,1.0,5.672931002510918e-30,350992.32500508387
3,5.103244905427336e-56,1.3290436110465385e-44,1.0,7.14454286759827e-30,442043.0481327681
3,6.427074818033257e-56,2.654850479658209e-44,1.0,8.99790474524656e-30,556713.1885282062
3,8.094318709389385e-56,5.303235357183683e-44,1.0,1.1332046193145139e-29,701129.8460419389
3,1.0194061408051448e-55,1.0593555256379368e-43,1.0,1.4271685971272027e-29,883009.5480770068
3,1.283849718822886e-55,2.1161311050988307e-43,1.0,1.7973896063520404e-29,1112070.5621031586
3,1.616892457818403e-55,4.2271086010243545e-43,1.0,2.2636494409457642e-29,1400552.1659303538
3,2.0363296278531944e-55,8.44392253476164e-43,1.0,2.850861478994472e-29,1763868.621594038
3,2.5645727600632103e-55,1.686728080650149e-42,1.0,3.590401864088494e-29,2221432.796240998
3,3.229847148367614e-55,3.369348316900336e-42,1.0,4.5217860077146596e-29,2797693.438049478
3,4.067699994427711e-55,6.730490949213265e-42,1.0,5.694779992198796e-29,3523441.531317023
3,5.122899779647389e-55,1.3444590513311896e-41,1.0,7.172059691506344e-29,4437455.532392069
3,6.4518283522046165e-55,2.6856438175845863e-41,1.0,9.032559693086463e-29,5588573.395340749
3,8.1254935440444e-55,5.364747039181905e-41,1.0,1.1375690961662161e-28,7038302.10063521
3,1.0233323289164318e-54,1.0716428815305158e-40,1.0,1.4326652604830046e-28,8864104.120222393
3,1.2887943972007703e-54,2.140675892353372e-40,1.0,1.8043121560810784e-28,11163536.42266275
3,1.623119832454485e-54,4.276138399350171e-40,1.0,2.272367765436279e-28,14059463.17528038
3,2.0441724422678928e-54,8.541862724625193e-40,1.0,2.86184141917505e-28,17706620.670470007
3,2.574450074587859e-54,1.7062922663454792e-39,1.0,3.6042301044230025e-28,22299885.255872387
3,3.2422867315402045e-54,3.408429041825885e-39,1.0,4.539201424156286e-28,28084686.043701556
3,4.0833665229281085e-54,6.808557222171971e-39,1.0,5.716713132099352e-28,35370118.77518926
3,5.142630353562002e-54,1.3600532937237584e-38,1.0,7.199682494986803e-28,44545461.545280926
3,6.476677223286052e-54,2.716794324273542e-38,1.0,9.067348112600472e-28,56100974.86226166
3,8.15678844690399e-54,5.426972188859008e-38,1.0,1.1419503825665585e-27,70654097.43923815
3,1.0272736385307863e-53,1.084072757201561e-37,1.0,1.438183093943101e-27,88982437.42126712
3,1.2937581197423928e-53,2.165505372073289e-37,1.0,1.8112613676393498e-27,112065321.84830672
3,1.6293711914901915e-53,4.325736889268934e-37,1.0,2.2811196680862683e-27,141136124.44114748
3,2.0520454628619358e-53,8.64093891268757e-37,1.0,2.87286364800671e-27,177748167.70909974
3,2.5843654310599764e-53,1.7260833750204597e-36,1.0,3.618111603483967e-27,223857720.68664703
3,3.254774225100678e-53,3.447963060064451e-36,1.0,4.556683915140949e-27,281928527.0666416
3,4.099093390223302e-53,6.887528977809376e-36,1.0,5.738730746312623e-27,355063448.9181857
3,5.162436918724491e-53,1.3758284121315225e-35,1.0,7.227411686214286e-27,447170260.02792174
3,6.501621798462561e-53,2.7483061424888527e-35,1.0,9.102270517847585e-27,563170447.599394
3,8.188203880404541e-53,5.489919081653552e-35,1.0,1.1463485432566358e-26,709262179.0847582
3,1.0312301278878669e-52,1.0966468057233389e-34,1.0,1.4437221790430138e-26,893251485.0954915
3,1.2987409597953296e-52,2.190622846377237e-34,1.0,1.8182373437134616e-26,1124969354.287202
3,1.635646627300152e-52,4.375910666975994e-34,1.0,2.289905278220213e-26,1416797026.595564
3,2.0599488059728037e-52,8.741164275275155e-34,1.0,2.8839283283619254e-26,1784327552.4975486
3,2.594318975996085e-52,1.7461040387314158e-33,1.0,3.632046566394519e-26,2247198966.991297
3,3.2673098135732177e-52,3.487955629318256e-33,1.0,4.5742337390025046e-26,2830143596.7730985
3,4.114880828704925e-52,6.967416718726034e-33,1.0,5.760833160186895e-26,3564309567.6034384
3,5.182319767811075e-52,1.3917865045167977e-32,1.0,7.255247674935505e-26,4488925123.161571
3,6.5266624463333366e-52,2.7801834630457876e-32,1.0,9.137327424866671e-26,5653394683.924672
3,8.219740308763357e-52,5.553596088989795e-32,1.0,1.15076364322687e-25,7119938643.511513
3,1.035201855451639e-51,1.1093666993419311e-31,1.0,1.4492825976322946e-25,8966917953.121843
3,1.3037429909896507e-51,2.2160316556848034e-31,1.0,1.825240187385511e-25,11293021134.570417
3,1.6419462326147722e-51,4.426666405175298e-31,1.0,2.298724725660681e-25,14222537444.033773
3,2.0678825883860453e-51,8.842552141545192e-31,1.0,2.8950356237404634e-25,17911997944.2629
3,2.604310856477006e-51,1.7663569200636223e-30,1.0,3.6460351990678084e-25,22558539333.63119
3,3.279893682192854e-51,3.528412068273581e-30,1.0,4.591851155069996e-25,28410437431.407764
3,4.130729071659722e-51,7.048231069341424e-30,1.0,5.783020700323611e-25,35780373148.56635
