power,L_over_R_H,N_eff,sigma_0_eff,L_metres,L_over_l_P
4,8.476443849811229e-44,5.162436918724743e-51,1.0,1.1867021389735722e-17,7.342295237902263e+17
4,1.0675313417871681e-43,1.2987409597953298e-50,1.0,1.4945438785020355e-17,9.246955947557999e+17
4,1.3444590513311895e-43,3.2673098135732176e-50,1.0,1.882242671863665e-17,1.1645703628843622e+18
4,1.6932244234443327e-43,8.219740308762953e-50,1.0,2.370514192822066e-17,1.4666709107300925e+18
4,2.1324628260784346e-43,2.0678825883859774e-49,1.0,2.985447956509808e-17,1.8471391930789437e+18
4,2.685643817584543e-43,5.202279194625113e-49,1.0,3.7599013446183604e-17,2.326304540198397e+18
4,3.3823251813463435e-43,1.3087642872390085e-48,1.0,4.735255253884881e-17,2.9297699025740867e+18
4,4.259732268837785e-43,3.292526016907986e-48,1.0,5.963625176372899e-17,3.689779877787168e+18
4,5.3647470391818184e-43,8.283178015871554e-48,1.0,7.510645854854546e-17,4.646943616480411e+18
4,6.756413074350913e-43,2.0838419405126087e-47,1.0,9.458978304091278e-17,5.852404666399348e+18
4,8.509090418962594e-43,5.242428962312296e-47,1.0,1.1912726586547633e-16,7.370573694465065e+18
4,1.0716428815305335e-42,1.3188649719819135e-46,1.0,1.500300034142747e-16,9.282570102754497e+18
4,1.3496371633045779e-42,3.3179368320019385e-46,1.0,1.889492028626409e-16,1.169055643216206e+19
4,1.699745786554668e-42,8.34710531784904e-46,1.0,2.3796441011765355e-16,1.4723197151294415e+19
4,2.140675892353372e-42,2.0999244625528335e-45,1.0,2.9969462492947204e-16,1.8542533506746896e+19
4,2.6959874307978434e-42,5.282888594922415e-45,1.0,3.7743824031169807e-16,2.335264177445379e+19
4,3.395352025490151e-42,1.329043611046517e-44,1.0,4.753492835686211e-16,2.9410537543186014e+19
4,4.276138399350171e-42,3.343543760815394e-44,1.0,5.986593759090239e-16,3.703990867214789e+19
4,5.38540907485355e-42,8.411525993255214e-44,1.0,7.53957270479497e-16,4.664841070743768e+19
4,6.782435037163997e-42,2.116131105098901e-43,1.0,9.495409052029596e-16,5.874944889283928e+19
4,8.541862724625193e-42,5.323660483909563e-43,1.0,1.195860781447527e-15,7.398961063987595e+19
4,1.0757702566488599e-41,1.339300806063036e-42,1.0,1.506078359308404e-15,9.318321423960972e+19
4,1.3548352184986857e-41,3.369348316900393e-42,1.0,1.89676930589816e-15,1.1735581983648372e+20
4,1.7062922663454514e-41,8.47644384981123e-42,1.0,2.388809172883632e-15,1.4779902755961356e+20
4,2.1489205908128477e-41,2.1324628260783648e-41,1.0,3.008488827137987e-15,1.8613949080670975e+20
4,2.7063708818830187e-41,5.364747039181641e-41,1.0,3.7889192346362264e-15,2.3442583222549823e+20
4,3.408429041825941e-41,1.3496371633045557e-40,1.0,4.771800658556317e-15,2.9523810652132966e+20
4,4.292607717194858e-41,3.3953520254901505e-40,1.0,6.009650804072801e-15,3.718256589506483e+20
4,5.406150689248188e-41,8.541862724625191e-40,1.0,7.568610964947463e-15,4.68280745609292e+20
4,6.808557222172081e-41,2.1489205908129182e-39,1.0,9.531980111040914e-15,5.8975719246287956e+20
4,8.574761251066461e-41,5.4061506892483663e-39,1.0,1.2004665751493046e-14,7.427457765942283e+20
4,1.0799135281312105e-40,1.3600532937238253e-38,1.0,1.5118789393836948e-14,9.354210439464657e+20
4,1.3600532937237584e-40,3.421556423589222e-38,1.0,1.9040746112132616e-14,1.1780780948632868e+21
4,1.7128639595522582e-40,8.60778648441896e-38,1.0,2.3980095433731614e-14,1.4836826759225255e+21
4,2.157197043286526e-40,2.165505372073219e-37,1.0,3.020075860601136e-14,1.868563970785016e+21
4,2.716794324273497e-40,5.447873881359194e-37,1.0,3.803512053982896e-14,2.353287107531235e+21
4,3.421556423589222e-40,1.3705498129880517e-36,1.0,4.790178993024911e-14,2.963752002638761e+21
4,4.309140465734472e-40,3.447963060064338e-36,1.0,6.03279665202826e-14,3.7325772554629436e+21
4,5.426972188858921e-40,8.674219025756694e-36,1.0,7.597761064402489e-14,4.70084303801225e+21
4,6.834780015375579e-40,2.1822181501386316e-35,1.0,9.568692021525811e-14,5.920286106787487e+21
4,8.607786484418962e-40,5.489919081653645e-35,1.0,1.2050901078186546e-13,7.456064221417131e+21
4,1.0840727572015965e-39,1.3811273415167083e-34,1.0,1.5177018600822351e-13,9.390237679587906e+21
4,1.3652914660858725e-39,3.474573495735959e-34,1.0,1.9114080525202216e-13,1.1826153995008347e+22
4,1.7194609632832096e-39,8.741164275275159e-34,1.0,2.4072453485964933e-13,1.489397000223661e+22
4,2.1655053720733246e-39,2.1990599128530577e-33,1.0,3.0317075209026545e-13,1.8757606447637621e+22
4,2.7272579119936478e-39,5.532288775301342e-33,1.0,3.8181610767911067e-13,2.3623506666900374e+22
4,3.434734364759739e-39,1.391786504516775e-32,1.0,4.808628110663635e-13,2.975166734620239e+22
4,4.325736889268932e-39,3.501389303470535e-32,1.0,6.056031644976505e-13,3.7469530766967497e+22
4,5.447873881359374e-39,8.80862618991584e-32,1.0,7.627023433903124e-13,4.718948083008636e+22
4,6.861103804261562e-39,2.216031655684875e-31,1.0,9.605545325966187e-13,5.9430877714012864e+22
4,8.64093891268757e-39,5.574985466654671e-31,1.0,1.2097314477762598e-12,7.484780853121938e+22
4,1.0882480053198129e-38,1.4025279320211348e-30,1.0,1.523547207447738e-12,9.426403676695434e+22
4,1.3705498129880964e-38,3.528412068273696e-30,1.0,1.918769738183335e-12,1.1871701793240145e+23
4,1.7260833750204319e-38,8.876608757158817e-30,1.0,2.4165167250286048e-12,1.4951333329385553e+23
4,2.1738456999430855e-38,2.2331343817850741e-29,1.0,3.0433839799203197e-12,1.8829850363465665e+23
4,2.7377617996610554e-38,5.618011679391013e-29,1.0,3.832866519525478e-12,2.371449133661135e+23
4,3.4479630600643377e-38,1.4133522589243602e-28,1.0,4.827148284090073e-12,2.9866254298301153e+23
4,4.3423972330390705e-38,3.5556433873827885e-28,1.0,6.079356126254699e-12,3.761384265635496e+23
4,5.468856075608165e-38,8.94511599525844e-28,1.0,7.65639850585143e-12,4.7371228586153976e+23
4,6.887528977809489e-38,2.250369102046686e-27,1.0,9.642540568933285e-12,5.965977255404181e+23
4,8.674219025756691e-38,5.661369956667726e-27,1.0,1.2143906636059368e-11,7.513608085394549e+23
4,1.092439334182364e-37,1.4242601250217043e-26,1.0,1.5294150678553095e-11,9.462708965202332e+23
4,1.3758284121315452e-37,3.583084870363821e-26,1.0,1.9261597769841633e-11,1.1917425016375282e+24
4,1.7327312926214999e-37,9.014151953480854e-26,1.0,2.4258238096700996e-11,1.500891758831434e+24
4,2.1822181501385964e-37,2.267736835164541e-25,1.0,3.055105410194035e-11,1.8902372522863255e+24
4,2.748306142488852e-37,5.705062861266985e-25,1.0,3.8476285994843925e-11,2.3805826428901333e+24
4,3.4612427049798462e-37,1.4352521750454406e-24,1.0,4.845739786971785e-11,2.9981282575904076e+24
4,4.359121743230247e-37,3.6107381392031305e-24,1.0,6.102770440522345e-11,3.77587103552493e+24
4,5.489919081653463e-37,9.083720712343327e-24,1.0,7.685886714314848e-11,4.755367633396245e+24
4,6.914055926496949e-37,2.2852386076954754e-23,1.0,9.679678297095728e-11,5.988954897027838e+24
4,8.707627315397488e-37,5.749092975751295e-23,1.0,1.2190678241556482e-10,7.542546344207122e+24
4,1.0966468057233746e-36,1.44632905870446e-22,1.0,1.5353055280127243e-10,9.499154081581954e+24
4,1.3811273415166628e-36,3.638604828406976e-22,1.0,1.9335782781233278e-10,1.1963324340053567e+25
4,1.739404814320881e-36,9.153826383855445e-22,1.0,2.435166740049233e-10,1.5066723629929886e+25
4,2.1906228463772728e-36,2.3028754541190144e-21,1.0,3.066871984928182e-10,1.8975173997470582e+25
4,2.7588910962878298e-36,5.793462902614302e-21,1.0,3.8624475348029617e-10,2.389751329340334e+25
4,3.47457349573596e-36,1.4574914307211742e-20,1.0,4.864402894030345e-10,3.0096753878752702e+25
4,4.3759106669759934e-36,3.666686585094401e-20,1.0,6.126274933766391e-10,3.7904136004321045e+25
4,5.51106321073757e-36,9.224473111762167e-20,1.0,7.715488495032598e-10,4.773682676949242e+25
4,6.940685042305439e-36,2.3206484168985077e-19,1.0,9.716959059227615e-10,6.012021035806611e+25
4,8.741164275275157e-36,5.838175264434986e-19,1.0,1.223762998538522e-09,7.571596057172426e+25
4,1.1008704821155054e-35,1.4687399508717214e-18,1.0,1.5412186749617077e-09,9.535739564373863e+25
4,1.3864466794442855e-35,3.6949850690983655e-18,1.0,1.9410253512219997e-09,1.2009400442516803e+26
4,1.746104038731416e-35,9.295665071789334e-18,1.0,2.4445456542239826e-09,1.5124752308416571e+26
4,2.1990599128530221e-35,2.3385585465427554e-17,1.0,3.078683877994231e-09,1.9048255863055215e+26
4,2.769516817469012e-35,5.883232704032671e-17,1.0,3.877323544456617e-09,2.398955328494957e+26
4,3.487955629318142e-35,1.480075284023449e-16,1.0,4.883137881045399e-09,3.021266991313499e+26
4,4.392764252361662e-35,3.723501953060041e-16,1.0,6.149869953306327e-09,3.805012175248539e+26
4,5.532288775301522e-35,9.367406471887472e-16,1.0,7.745204285422131e-09,4.7920682599108006e+26
4,6.967416718726148e-35,2.3566069016680965e-15,1.0,9.754383406216607e-09,6.035176012582548e+26
4,8.774830400956219e-35,5.9286378846232475e-15,1.0,1.2284762561338706e-08,7.600757653550155e+26
4,1.1051104257708722e-34,1.4914981001757386e-14,1.0,1.547154596079221e-08,9.572465954191764e+26
4,1.3917865045168204e-34,3.752238922531537e-14,1.0,1.9485011063235485e-08,1.2055654004619001e+27
4,1.7528290648456621e-34,9.4397015524872e-14,1.0,2.453960690783927e-08,1.5183004481247865e+27
4,2.207529474238077e-34,2.37479454906098e-13,1.0,3.090541263933308e-08,1.912161919952797e+27
4,2.7801834630457874e-34,5.974393489976561e-13,1.0,3.8922568482641026e-08,2.408194776358992e+27
4,3.5013893034705933e-34,1.5030090744981647e-12,1.0,4.901945024858831e-08,3.032903239191112e+27
4,4.4096827484280945e-34,3.781197676071623e-12,1.0,6.173555847799332e-08,3.819666975693397e+27
4,5.553596088989705e-34,9.512554586740687e-12,1.0,7.775034524585586e-08,4.8105246539596696e+27
4,6.994251350765777e-34,2.3931225637410237e-11,1.0,9.791951891072088e-08,6.058420169510435e+27
4,8.808626189915841e-34,6.020502224575073e-11,1.0,1.2332076665882177e-07,7.630031564253274e+27
4,1.1093666993419672e-33,1.514608887371464e-10,1.0,1.553113379078754e-07,9.60933379373152e+27
4,1.3971468956394084e-33,3.810379925350064e-10,1.0,1.9560056538951717e-07,1.2102085709836454e+28
4,1.7595799920375268e-33,9.58596988078409e-10,1.0,2.4634119888525375e-07,1.5241481009200513e+28
4,2.2160316556848398e-33,2.4115920290245502e-09,1.0,3.1024443179587754e-07,1.9195265090958886e+28
4,2.7908911906362702e-33,6.066966813773694e-09,1.0,3.9072476668907784e-07,2.417469809461241e+28
4,3.514874716698942e-33,1.5262982244272718e-08,1.0,4.920824603378518e-07,3.044584303453674e+28
4,4.426666405175298e-33,3.839787395244829e-08,1.0,6.197332967245417e-07,3.8343782183166743e+28
4,5.5749854666544886e-33,9.659951773982147e-08,1.0,7.804979653316284e-07,4.829052131820959e+28
4,7.021189334952375e-33,2.4302040365886214e-07,1.0,9.829665068933326e-07,6.081753850062846e+28
4,8.842552141545192e-33,6.113790003960882e-07,1.0,1.2379572998163268e-06,7.6594182218543905e+28
4,1.1136393657225857e-32,1.5380777765887377e-06,1.0,1.55909511201162e-06,9.646343627779155e+28
4,1.4025279320210775e-32,3.869421823947902e-06,1.0,1.9635391048295086e-06,1.214869624427772e+29
4,1.7663569200636078e-32,9.734504639194351e-06,1.0,2.472899688089051e-06,1.530018275636611e+29
4,2.2245665828277468e-32,2.4489596865356444e-05,1.0,3.1143932159588454e-06,1.9269194625593395e+29
4,2.801640158465635e-32,6.160974562720966e-05,1.0,3.922296221851889e-06,2.4267805648563434e+29
4,3.5284120682735234e-32,0.00015499482401113663,1.0,4.939776895582933e-06,3.0563103567091407e+29
4,4.443715473566178e-32,0.00038992849630647736,1.0,6.221201662992649e-06,3.849146120502426e+29
4,5.596457224360928e-32,0.0009809632883025236,1.0,7.835040114105299e-06,4.847650967270201e+29
4,7.048231069341252e-32,0.002467860087458076,1.0,9.867523497077753e-06,6.105177399035271e+29
4,8.876608757158817e-32,0.006208523278997737,1.0,1.2427252260022343e-05,7.688918060592136e+29
4,1.1179284880487548e-31,0.015619103166241755,1.0,1.5650998832682567e-05,9.683496003218901e+29
4,1.4079296931759592e-31,0.039293785777199795,1.0,1.971101570446343e-05,1.2195486296694167e+30
4,1.7731599490647533e-31,0.09885340946089896,1.0,2.4824239286906548e-05,1.5359110590164637e+30
4,2.2331343817850555e-31,0.24869063565044278,1.0,3.126388134499078e-05,1.9343408895867778e+30
4,2.812430525368452e-31,0.6256438963259291,1.0,3.9374027355158326e-05,2.4361271801267946e+30
4,3.5420015582320943e-31,1.5739647131711598,0.7970810866046589,4.958802181524932e-05,3.068081572230206e+30
4,4.460830205530137e-31,3.959704446660802,0.5025376613487094,6.245162287742192e-05,3.8639709004718887e+30
4,5.618011679391243e-31,9.961633303274567,0.31683614793772225,7.86521635114774e-05,4.8663214351372397e+30
4,7.075376953520639e-31,25.060996194449753,0.19975646078066908,9.905527734928894e-05,6.128691162551016e+30
4,8.910796540002049e-31,63.04724447664144,0.12594094418627683,0.00012475115156002867,7.718531516377593e+30
4,1.1222341296996667e-30,158.611214225309,0.07940229497731247,0.00015711277815795335,9.720791469041292e+30
4,1.4133522589244068e-30,399.0264362362029,0.050060959034410164,0.00019786931624941694,1.2242456558489653e+31
4,1.7799891795674552e-30,1003.8514464001421,0.03156205522977641,0.0002491984851394437,1.5418265381356513e+31
4,2.241735179160816e-30,2525.4410107383833,0.019899006122569722,0.0003138429250825142,1.9417908998426252e+31
4,2.8232624507910327e-30,6353.382586228637,0.012545775038518586,0.00039525674311074457,2.445509793384983e+31
4,3.555643387382846e-30,15983.53321869618,0.00790976546002427,0.0004977900742335983,3.0798981239569146e+31
4,4.4780108539668726e-30,40210.60131132653,0.004986889167110442,0.0006269215195553622,3.8788527772867655e+31
4,5.6396491502497914e-30,101159.88972495134,0.003144096204967319,0.0007895508810349708,4.885063811310534e+31
4,7.102627388617926e-30,254493.1673598755,0.0019822660209265503,0.0009943678344065097,6.152295488066609e+31
4,8.945115995258514e-30,640241.6254995847,0.0012497641043909542,0.001252316239336192,7.7482590268007955e+31
4,1.1265563542986153e-29,1610688.9755617268,0.000787941830276686,0.0015771788960180614,9.758230576351265e+31
4,1.4187957093941743e-29,4052093.5732221515,0.0004967756120682652,0.001986313993151844,1.2289607723730748e+32
4,1.7868447124853928e-29,10194061.408051452,0.0003132033346410161,0.00250158259747955,1.5477648004055979e+32
4,2.250369102046667e-29,25645727.6006321,0.00019746607210011482,0.003150516742865334,1.949269603413653e+32
4,2.834136094793812e-29,64518283.52204722,0.0001244969172353804,0.003967790532711337,2.454928543275249e+32
4,3.5693377573073714e-29,162311983.24544847,7.849187577527351e-05,0.00499707286023032,3.0917601864992343e+32
4,4.495257672750182e-29,408336652.2928175,4.9486964814338374e-05,0.006293360741850254,3.893791970852529e+32
4,5.661369956667588e-29,1027273638.5307865,3.120016769056594e-05,0.007925917939334623,4.903878372741073e+32
4,7.12998277730537e-29,2584365431.059976,1.9670846000993204e-05,0.009981975888227518,6.175990724376734e+32
4,8.979567630057307e-29,6501621798.462666,1.2401926368869828e-05,0.01257139468208023,7.778101031136937e+32
4,1.1308952257139363e-28,16356466273.001522,7.819072837594545e-06,0.015832533159995107,9.795813878376313e+32
4,1.4242601250216578e-28,41148808287.04992,4.929709967724897e-06,0.01993964175030321,1.2336940489157472e+33
4,1.7937266491209227e-28,103520185545.16727,3.108046295340877e-06,0.025112173087692917,1.5537259335743998e+33
4,2.259036278023755e-28,260431085647.7091,1.9595375462707597e-06,0.03162650789233257,1.9567771108106436e+33
4,2.845051618053596e-28,655179953691.7103,1.2354344274089468e-06,0.039830722652750346,2.4643835689758327e+33
4,3.583084870363645e-28,1648270100521.6035,7.789073637971139e-07,0.05016318818509103,3.1036679351396303e+33
4,4.512570916731608e-28,4146638353272.73,4.910796298997291e-07,0.06317599283424251,3.908788701921572e+33
4,5.683174419607115e-28,10431912601818.752,3.0961217483786813e-07,0.07956444187449961,4.922765397446542e+33
4,7.157443523806159e-28,26244102152312.12,1.9520194479947725e-07,0.10020420933328622,6.199777221619497e+33
4,9.014151953480853e-28,66023645334305.07,1.230694473608891e-07,0.12619812734873193,7.808057970353188e+33
4,1.1352508080599504e-27,166099099825609.7,7.759189535367126e-08,0.15893511312839306,9.83354193047465e+33
4,1.4297455865530387e-27,417864097372748.1,4.89195519576889e-08,0.20016438211742543,1.2384455554193208e+34
4,1.800635091166519e-27,1051242324952200.6,3.084242951964175e-08,0.25208891276331263,1.5597100257280728e+34
4,2.2677368351645404e-27,2644664695337810.5,1.9445301941784355e-08,0.31748315692303564,1.964313532969956e+34
4,2.8560091818661677e-27,6653319776754422.0,1.2259727054458287e-08,0.39984128546126346,2.4738750102011345e+34
4,3.596884929689012e-27,1.6738100723993718e+16,7.729420088193265e-09,0.5035638901564616,3.1156215458356607e+34
4,4.529950841744241e-27,4.210890581652255e+16,4.873186379629843e-09,0.6341931178441937,3.9238431920965053e+34
4,5.705062861266892e-27,1.0593555256379717e+17,3.072409730567618e-09,0.7987088005773649,4.941725164515283e+34
4,7.185010033900144e-27,2.665075493981049e+17,1.937069674155086e-09,1.0059014047460202,6.223655331281389e+34
4,9.048869476572423e-27,6.704668278706981e+17,1.2212690531474784e-09,1.2668417267201393,7.838130287115209e+34
4,1.1396231656979115e-26,1.6867280806500933e+18,7.699764856554548e-10,1.595472431977076,9.871415290143424e+34
4,1.435252175045488e-26,4.2433890832287805e+18,4.854489573238464e-10,2.009353045063683,1.2432153620955128e+35
4,1.8075701407063622e-26,1.0675313417871858e+19,3.0606219093327207e-10,2.530598196988907,1.5657171652919291e+35
4,2.276470902034805e-26,2.68564381758463e+19,1.9296377776826517e-10,3.187059262848727,1.971878981255264e+35
4,2.8670089481484395e-26,6.75641307435069e+19,1.2165834472092518e-10,4.013812527407815,2.4834030072035753e+35
4,3.6107381392031886e-26,1.69974578655464e+20,7.670223402243689e-11,5.055033394884464,3.1276211952225752e+35
4,4.547397704606499e-26,4.276138399350171e+20,4.835864500317141e-11,6.366356786449098,3.9389556638334286e+35
4,5.727035605086504e-26,1.07577025664886e+21,3.0488793140740623e-11,8.017849847121106,4.960757954110648e+35
4,7.212682714930196e-26,2.7063708818831075e+21,1.922234394942022e-11,10.097755800902274,6.2476254062027795e+35
4,9.083720712343474e-26,6.808557222172304e+21,1.211915818393186e-11,12.717208997280864,7.868318425793494e+35
4,1.1440123632369577e-25,1.7128639595522306e+22,7.640795288734665e-12,16.01617308531741,9.90943451702696e+35
4,1.4407799718683634e-25,4.309140465734473e+22,4.817310885648244e-12,20.17091960615709,1.2480035394264573e+36
4,1.8145319002177905e-25,1.0840727572015965e+23,3.037181771274509e-12,25.403446603049066,1.5717474410318337e+36
4,2.2852386076954757e-25,2.727257911993736e+23,1.9148594165354287e-12,31.993340507736658,1.979473567459136e+36
4,2.878051079441009e-25,6.861103804261787e+23,1.2072660977270809e-12,40.29271511217413,2.4929677007758138e+36
4,3.6246447036112796e-25,1.7260833750204033e+24,7.611480081176265e-13,50.745025850557916,3.1396670606159244e+36
4,4.564911763125921e-25,4.342397233039071e+24,4.798828455070064e-13,63.9087646837629,3.9541263404452204e+36
4,5.7490929757512015e-25,1.0924393341823638e+25,3.025529108082658e-13,80.48730166051682,4.979864047474985e+36
4,7.240461975807983e-25,2.7483061424888965e+25,1.9075127334848226e-13,101.36646766131176,6.271687800582937e+36
4,9.118706175780927e-25,6.9140559264971725e+25,1.2026342165032418e-13,127.66188646093298,7.898622832469688e+36
4,1.1484184655350649e-24,1.739404814320852e+26,7.582277346385647e-14,160.77858517490907,9.947600172925007e+36
4,1.4463290587044129e-24,4.375910666975992e+26,4.780416935472759e-14,202.4860682186178,1.252810158165746e+37
4,1.821520472572828e-24,1.1008704821155059e+27,3.0139211523102793e-14,255.0128661601959,1.577800942055529e+37
4,2.294040081704551e-24,2.769516817469057e+27,1.900194237230271e-14,321.16561143863714,1.9870974038047035e+37
4,2.8891357389103478e-24,6.967416718726374e+27,1.1980201062776207e-14,404.4790034474487,2.5025692322526375e+37
4,3.6386048284067984e-24,1.7528290648456045e+28,7.553186652841956e-15,509.40467597695175,3.1517593200141795e+37
4,4.58249327610298e-24,4.409682748428094e+28,4.762076054794317e-15,641.5490586544172,3.969355446104836e+37
4,5.7712352991967425e-24,1.1093666993419673e+29,3.0023577324297738e-15,807.9729418875439,4.999043726933831e+37
4,7.268348227020076e-24,2.7908911906363156e+29,1.8929038196283473e-15,1017.5687517828106,6.29584286998531e+37
4,9.153826383855595e-24,7.021189334952604e+29,1.1934236988687676e-15,1281.5356937397833,7.929043954943887e+37
4,1.1528415377000069e-23,1.7663569200635638e+30,7.524207570679938e-16,1613.9781527800096,9.985912821801074e+37
4,1.4518995175509814e-23,4.443715473566143e+30,4.743805542016541e-16,2032.659324571374,1.2576352893394755e+38
4,1.828535961039704e-23,1.1179284880487548e+31,2.990838677571634e-16,2559.9503454555856,1.5838777578139499e+38
4,2.3028754541190143e-23,2.812430525368498e+31,1.8856413729505374e-16,3224.02563576662,1.9947506029473195e+38
4,2.900263090351497e-23,7.075376953520814e+31,1.188844926356823e-16,4060.3683264920955,2.512207743513304e+38
4,3.6526187198747064e-23,1.7799891795674118e+32,7.495339671683585e-17,5113.666207824589,3.163898152101363e+38
4,4.600142503334903e-23,4.4780108539667985e+32,4.7256051271610437e-17,6440.199504668864,3.984643205848622e+38
4,5.793462902614208e-23,1.1265563542986155e+33,2.9793638175219247e-17,8110.8480636598915,5.018297275900084e+38
4,7.296341880634014e-23,2.8341360947938355e+33,1.8784067898816447e-17,10214.87863288762,6.3200909713427764e+38
4,9.189081855529224e-23,7.129982777305547e+33,1.1842837210825128e-17,12864.714597740915,7.959582242740727e+38
4,1.1572816450903352e-22,1.7937266491209815e+34,7.466582529279582e-18,16201.943031264693,1.0024373029790901e+39
4,1.4574914307212214e-22,4.5125709167315345e+34,4.707474541285248e-18,20404.8800300971,1.2624790042472939e+39
4,1.8355784692843813e-22,1.1352508080599506e+35,2.9679329827197645e-18,25698.09856998134,1.589977978102548e+39
4,2.311744855496757e-22,2.8560091818662146e+35,1.871199963518206e-18,32364.427976954597,2.0024332779762227e+39
4,2.911433298190297e-22,7.185010033900263e+35,1.1797400156461485e-18,40760.066174664156,2.5218833769834682e+39
4,3.6666865850945205e-22,1.8075701407064217e+36,7.43793571853195e-19,51333.612191323286,3.176083736249743e+39
4,4.617859705619514e-22,4.547397704606425e+36,4.689413516478428e-19,64650.0358786732,3.999989845579639e+39
4,5.81577611445484e-22,1.1440123632369576e+37,2.9565460042548226e-19,81420.86560236776,5.0376249788781945e+39
4,7.324443350304389e-22,2.8780510794410086e+37,1.8640207873669116e-19,102542.20690426145,6.344432462962926e+39
4,9.224473111762316e-22,7.240461975808104e+37,1.1752137429066328e-19,129142.62356467242,7.990238147116168e+39
4,1.1617388533162691e-21,1.821520472572887e+38,7.409398816134331e-20,162643.43946427768,1.0062981365210172e+40
4,1.463104880845311e-21,4.5824932761029054e+38,4.67142178585774e-20,204834.68331834354,1.2673413744634573e+40
4,1.8426481013720853e-21,1.1528415377000071e+39,2.945202713864818e-20,257970.73419209194,1.5961016930626166e+40
4,2.3206484168985075e-21,2.900263090351496e+39,1.8568691553430305e-20,324890.778365791,2.0101455424162092e+40
4,2.9226465274858662e-21,7.296341880634132e+39,1.170704835980467e-20,409170.5138480213,2.53159627563733e+40
4,3.680808631943133e-21,1.835578469284442e+40,7.380971400404687e-21,515313.2084720386,3.1883162525222727e+40
4,4.635645144759085e-21,4.617859705619439e+40,4.653499083564281e-21,648990.3202662719,4.015395592071003e+40
4,5.838175264434891e-21,1.1617388533162499e+41,2.9339029439330406e-21,817344.5370208847,5.057027121468362e+40
4,7.352653051278966e-21,2.922646527485867e+41,1.8497449617688437e-21,1029371.4271790552,6.368867704533351e+40
4,9.260000675521823e-21,7.352653051279087e+41,1.1662132282407605e-21,1296400.0945730552,8.0210121210641585e+40
4,1.1662132282407797e-20,1.849744961768905e+42,7.352653051278845e-22,1632698.5195370915,1.0101738398563912e+41
4,1.4687399508716735e-20,4.65349908356413e+42,4.63564514475916e-22,2056235.9312203429,1.2722224718378863e+41
4,1.849744961768844e-20,1.170704835980467e+43,2.9226465274858657e-22,2589642.9464763817,1.6022489931826237e+41
4,2.3295862698897674e-20,2.945202713864818e+43,1.8426481013720853e-22,3261420.777845674,2.0178875102293105e+41
4,2.9339029439330406e-20,7.409398816134576e+43,1.16173885331625e-22,4107464.121506257,2.5413465829997474e+41
4,3.694985069098243e-20,1.8640207873669717e+44,7.32444335030427e-23,5172979.09673754,3.200595881675565e+41
4,4.6534990835642046e-20,4.689413516478274e+44,4.6178597056195906e-23,6514898.716989886,4.030860672969232e+41
4,5.860660683540499e-20,1.1797400156461484e+45,2.9114332981902973e-23,8204924.956956698,5.076503990370763e+41
4,7.38097140040481e-20,2.9679329827197645e+45,1.8355784692843813e-23,10333359.960566733,6.393397057126959e+41
4,9.295665071788876e-20,7.466582529279824e+45,1.1572816450903163e-23,13013931.100504426,8.051904619323329e+41
4,1.170704835980486e-19,1.8784067898817059e+46,7.296341880633896e-24,16389867.703726802,1.014064470255424e+42
4,1.4743967240682275e-19,4.725605127161197e+46,4.600142503334828e-24,20641554.136955187,1.2771223684972474e+42
4,1.85686915534303e-19,1.1888449263568233e+47,2.9002630903514966e-24,25996168.17480242,1.6084199692995485e+42
4,2.3385585465427556e-19,2.9908386775716345e+47,1.828535961039704e-24,32739819.65159858,2.0256592958164757e+42
4,2.9452027138648183e-19,7.524207570679936e+47,1.152841537700007e-24,41232837.994107455,2.5511344431483556e+42
4,3.709216106041201e-19,1.8929038196284087e+48,7.268348227019958e-25,51929025.484576814,3.2129228051623544e+42
4,4.67142178585774e-19,4.762076054794473e+48,4.582493276102904e-25,65399905.00200836,4.046385316797681e+42
4,5.883232704032576e-19,1.1980201062776202e+49,2.8891357389103483e-25,82365257.85645607,5.096055873389785e+42
4,7.409398816134453e-19,3.0139211523102803e+49,1.8215204725728275e-25,103731583.42588234,6.418020883207311e+42
4,9.331466827566548e-19,7.582277346385648e+49,1.1484184655350649e-25,130640535.58593167,8.082916098383712e+42
4,1.1752137429066522e-18,1.907512733484885e+50,7.240461975807864e-26,164529924.0069313,1.0179700852089014e+43
4,1.4800752840235218e-18,4.7988284550702216e+50,4.5649117631258466e-26,207210539.76329306,1.2820411368459373e+43
4,1.8640207873669114e-18,1.2072660977270813e+51,2.878051079441009e-26,260962910.2313676,1.6146147126002245e+43
4,2.3475653794383598e-18,3.0371817712745095e+51,1.8145319002177903e-26,328659153.1213704,2.0334610140192628e+43
4,2.9565460042548225e-18,7.640795288734667e+51,1.1440123632369576e-26,413916440.5956752,2.5609600007156986e+43
4,3.723501953060164e-18,1.9222343949420855e+52,7.212682714930077e-27,521290273.4284229,3.2252972051342327e+43
4,4.6894135164784286e-18,4.8358645003173e+52,4.5473977046064244e-27,656517892.30698,4.0619697529596504e+43
4,5.905891659451723e-18,1.216583447209212e+53,2.8670089481484867e-27,826824832.3232412,5.115683059438277e+43
4,7.437935718532072e-18,3.0606219093327206e+53,1.8075701407063625e-27,1041311000.59449,6.442739546633978e+43
4,9.367406471887626e-18,7.699764856554548e+53,1.1396231656979113e-27,1311436906.0642676,8.114047016493484e+43
