# tc_Gyr ll dlnL_vs_LCDM max_abs_rank1_amp
2.551606073727180956e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.074617502081680752e-61
2.647559270567063777e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.074449806469558726e-61
2.747120789270808928e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.074288213267955365e-61
2.850426320853431662e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.074132499546577848e-61
2.957616658993250439e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073982450580647965e-61
3.068837891917639354e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073837859544506919e-61
3.184241601504649680e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073698527216972573e-61
3.303985069871854648e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073564261697969659e-61
3.428231493733967000e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073434878135990609e-61
3.557150206821382199e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073310198465945521e-61
3.690916910662774626e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073190051156995018e-61
3.829713914046276841e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.073074270969964594e-61
3.973730381485604084e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072962698723964938e-61
4.123162591029748000e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072855181071852933e-61
4.278214201767612394e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072751570284185638e-61
4.439096531392166071e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072651724041335275e-61
4.606028844202398432e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072555505233444645e-61
4.779238649935595276e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072462781767915880e-61
4.958962013837211998e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072373426384143207e-61
5.145443878390924510e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072287316475201805e-61
5.338938397147349860e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072204333916230553e-61
5.539709281106400340e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072124364899242855e-61
5.748030158125350681e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.072047299774121818e-61
5.964184945842459456e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071973032895560579e-61
6.188468238624383048e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071901462475719071e-61
6.421185709064744515e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071832490442377210e-61
6.662654524581135774e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071766022302375123e-61
6.913203779678113278e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071701967010138547e-61
7.173174944465597946e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071640236841094180e-61
7.442922330043742477e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071580747269790374e-61
7.722813571388626769e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071523416852541968e-61
8.013230128396869986e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071468167114430340e-61
8.314567805772046995e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071414922440492864e-61
8.627237292461433753e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071363609970939933e-61
8.951664721378283502e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071314159500253593e-61
9.288292250172480635e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071266503380015790e-61
9.637578663841070011e+03 2.489956252063911535e+01 0.000000000000000000e+00 1.071220576425327540e-61
1.000000000000000000e+04 2.489956252063911535e+01 0.000000000000000000e+00 1.071176315824686712e-61
